"cd_equipe","tx_ine","tx_esf","tx_esf_nome_completo","cd_regiao","cd_ra","cd_ubs","cd_gsap","cd_instrumento","st_ciclo_1","tp_equipe"
928,"1669206","eNASF-AB",NULL,7,16,76,62,NULL,False,"nasf"
946,"2167204","eNASF-AB",NULL,7,19,47,41,NULL,False,"nasf"
943,"1805827","eNASF-AB",NULL,7,28,30,27,NULL,False,"nasf"
930,"1669222","eNASF-AB",NULL,7,1,2,3,NULL,False,"nasf"
929,"1669214","eNASF-AB",NULL,7,26,28,26,NULL,False,"nasf"
926,"1668315","eNASF-AB Jacarandá",NULL,4,21,25,24,NULL,False,"nasf"
934,"1670646","  eNASF-AB Varjão",NULL,2,27,29,2,NULL,False,"nasf"
951,"SEM INE","eNASF-AB",NULL,2,5,35,31,NULL,False,"nasf"
950,"SEM INE","eNASF-AB",NULL,2,5,8,9,NULL,False,"nasf"
948,"2244497","eNASF-AB",NULL,8,20,48,42,NULL,False,"nasf"
942,"1685430","eNASF-AB",NULL,8,20,24,23,NULL,False,"nasf"
918,"1474251","eNASF-AB",NULL,8,7,11,11,NULL,False,"nasf"
909,"0468894","eNASF-AB",NULL,8,7,99,77,NULL,False,"nasf"
947,"2208288","eNASF-AB",NULL,3,3,6,7,NULL,False,"nasf"
949,"2263394","eNASF-AB UBS 2",NULL,3,22,36,10,NULL,False,"nasf"
938,"1672835","eNASF-AB",NULL,3,8,58,50,NULL,False,"nasf"
912,"0470392"," eNASF-AB UBS 1",NULL,3,18,22,21,NULL,False,"nasf"
936,"1672819","eNASF-AB",NULL,3,11,16,16,NULL,False,"nasf"
956,"SEM INE","eNASF-AB",NULL,3,8,39,33,NULL,False,"nasf"
937,"1672827","eNASF-AB",NULL,3,8,12,12,NULL,False,"nasf"
962,"SEM INE"," eNASF-AB",NULL,6,4,158,102,NULL,False,"nasf"
959,"SEM INE","eNASF-AB",NULL,3,18,90,40,NULL,False,"nasf"
944,"2068516","eNASF-AB",NULL,3,17,21,20,NULL,False,"nasf"
923,"1663933","eNasf-AB Primavera",NULL,6,4,98,76,NULL,False,"nasf"
917,"1469568","eNASF-AB UBS 1",NULL,3,22,9,10,NULL,False,"nasf"
966,"SEM INE","eNASF-AB Caliandra",NULL,5,6,56,87,NULL,False,"nasf"
911,"0470015","eNASF-AB Cegonha",NULL,5,14,88,94,NULL,False,"nasf"
922,"1614592","eNASF-AB Flor de Lótus",NULL,5,25,95,81,NULL,False,"nasf"
920,"1600737","eNASF-AB Ágape",NULL,5,14,75,90,NULL,False,"nasf"
968,"SEM INE","eNASF-AB Flores do Cerrado",NULL,5,24,67,67,NULL,False,"nasf"
967,"SEM INE","eNASF-AB Planaltina",NULL,5,14,43,36,NULL,False,"nasf"
932,"1669435","eNASF-AB",NULL,6,4,134,96,NULL,False,"nasf"
935,"1672045","eNASF-AB",NULL,6,4,145,98,NULL,False,"nasf"
939,"1676199","eNASF-AB",NULL,6,4,34,30,NULL,False,"nasf"
921,"1611461","eNASF-AB",NULL,6,4,119,89,NULL,False,"nasf"
919,"1511238","eNASF-AB",NULL,6,2,5,6,NULL,False,"nasf"
940,"1682709","eNASF-AB",NULL,6,4,109,83,NULL,False,"nasf"
419,"1670417"," EQUIPE 03",NULL,3,11,16,16,NULL,True,"esf"
163,"1665154"," EQUIPE 5 - CINZA ÁREA 0113",NULL,6,4,145,98,NULL,True,"esf"
542,"470937","ESF 03 LILÁS - UBS 09 SAM - AREA 0456",NULL,7,19,132,72,NULL,True,"esf"
11,"1477617","ESF 20 VERDE - UBS 03 REC - AREA 0410",NULL,7,16,62,53,NULL,True,"esf"
12,"1478117","ESF 0603/08 - JACARANDÁ",NULL,5,24,67,67,NULL,True,"esf"
13,"1480367","EQUIPE 3 - VERMELHA ÁREA 0062",NULL,6,4,158,102,NULL,True,"esf"
14,"1482262","ESF 15 VERMELHA - UBS 04 REC - AREA 0405",NULL,7,16,76,62,NULL,True,"esf"
15,"1487485","ESF 05 ROSA - UBS 05 SAM - AREA 0458",NULL,7,19,91,72,NULL,True,"esf"
16,"1487493","ESF 25 AZUL - UBS 06 SAM - AREA 0489",NULL,7,19,102,79,NULL,True,"esf"
17,"1488635","EQUIPE 1 - ÁREA 072",NULL,6,4,7,8,NULL,True,"esf"
18,"1496743","EQUIPE 3 - LARANJA ÁREA 73",NULL,6,4,55,48,NULL,True,"esf"
19,"1505750","ESF 22 AZUL - UBS 03 REC - AREA 0412",NULL,7,16,62,53,NULL,True,"esf"
20,"1515373","ESF 48 VERMELHA - UBS 11 SAM - AREA 0516",NULL,7,19,143,54,NULL,True,"esf"
21,"1515403","EQUIPE 214-12",NULL,8,7,99,77,NULL,True,"esf"
22,"1520571","EQUIPE 232/31",NULL,8,7,38,32,NULL,True,"esf"
24,"1549146","EQUIPE 03 - AZUL - AREA 0003",NULL,7,1,2,3,NULL,True,"esf"
25,"1550586","EQUIPE 4 - ROXA ÁREA 0065",NULL,6,4,119,89,NULL,True,"esf"
27,"1555642","EQUIPE 4 - ÁREA 59",NULL,6,4,7,8,NULL,True,"esf"
28,"1563300","ESF 25 AZUL - UBS 01 REC - AREA 0415",NULL,7,16,20,19,NULL,True,"esf"
29,"1573705","EQUIPE 213/11",NULL,8,7,11,11,NULL,True,"esf"
30,"1574434","EQUIPE 216-30",NULL,8,7,110,84,NULL,True,"esf"
31,"1575945","EQUIPE 04",NULL,3,8,73,60,NULL,True,"esf"
32,"1593145","ESF 50 AZUL - UBS 08 SAM - AREA 0459",NULL,7,19,124,91,NULL,True,"esf"
33,"1593439","ESF 0623/16 - IPÊ",NULL,5,6,10,87,NULL,True,"esf"
34,"1593447","ESF 0625/18 - FLOR DE LIS",NULL,5,25,95,81,NULL,True,"esf"
35,"1593455","ESF 0607/07 - JOÃO-DE-BARRO",NULL,5,24,26,25,NULL,True,"esf"
36,"1600060","EQUIPE 3 - ROSA ÁREA 0069",NULL,6,4,134,96,NULL,True,"esf"
37,"1600621","EQUIPE 4 - AZUL ÁREA 0074",NULL,6,4,158,102,NULL,True,"esf"
38,"1603426","EQUIPE 03 - CAVAS DE BAIXO ",NULL,4,21,126,55,NULL,True,"esf"
40,"1614584","EQUIPE 6 - ÁREA 0017",NULL,6,2,118,47,NULL,True,"esf"
41,"1614606","EQUIPE 2 - VERDE ÁREA 0012",NULL,6,2,5,6,NULL,True,"esf"
42,"1616390","ESF 0601/01 - DIAMANTE",NULL,5,24,50,44,NULL,True,"esf"
43,"1616404","ESF 0602/12 - TURQUESA SOB",NULL,5,24,50,44,NULL,True,"esf"
44,"1616412","ESF 0617/02 -  ERVA-DOCE",NULL,5,25,51,74,NULL,True,"esf"
45,"1616420","EQUIPE 217/32",NULL,8,7,99,77,NULL,True,"esf"
46,"1616455","ESF 0348/28 - SUCUPIRA PL",NULL,5,14,164,85,NULL,True,"esf"
47,"1617788","EQUIPE 219-34",NULL,8,7,57,49,NULL,True,"esf"
48,"1617796","EQUIPE 218/33",NULL,8,7,57,49,NULL,True,"esf"
49,"1617850","EQUIPE 02",NULL,3,8,86,50,NULL,True,"esf"
50,"1618849","EQUIPE 220/36",NULL,8,7,11,11,NULL,True,"esf"
51,"1618873","EQUIPE 221/37",NULL,8,7,85,69,NULL,True,"esf"
52,"1619071","EQUIPE 222/35",NULL,8,7,72,59,NULL,True,"esf"
54,"1620932","EQUIPE 223-38",NULL,8,7,140,77,NULL,True,"esf"
55,"1621297","ESF 0380/49 - CALANGO",NULL,5,14,19,18,NULL,True,"esf"
56,"1621300","EQUIPE 02 - LARANJA - AREA 0650",NULL,7,1,2,3,NULL,True,"esf"
57,"1621319","EQUIPE 04 - VERDE - AREA 0651",NULL,7,1,2,3,NULL,True,"esf"
58,"1621327","EQUIPE 05 - AMARELA - AREA 0652",NULL,7,1,2,3,NULL,True,"esf"
59,"1621335","ESF 21 ROXA - UBS 03 REC - AREA 0411",NULL,7,16,62,53,NULL,True,"esf"
60,"1621351","ESF 54 VERDE - UBS 05 SAM - AREA 0460",NULL,7,19,91,72,NULL,True,"esf"
61,"1621378","ESF EQUIPE 14 UBS 07 EQUIPE 0462",NULL,7,19,114,86,NULL,True,"esf"
62,"1621408","ESF EQUIPE 45 - UBS 07 SAM - AREA 0464",NULL,7,19,114,86,NULL,True,"esf"
63,"1621416","ESF 51 AZUL - UBS 07 SAM - AREA 0465",NULL,7,19,114,86,NULL,True,"esf"
64,"1623257","ESF 52 ROXO - UBS 04 SAM - AREA 0466",NULL,7,19,78,63,NULL,True,"esf"
65,"1623265","ESF 53 LARANJA - UBS 04 SAM - AREA 0467",NULL,7,19,78,63,NULL,True,"esf"
66,"1623621","ESF 0383/15 - BEIJA-FLOR",NULL,5,24,26,25,NULL,True,"esf"
67,"1623648","ESF 0381/13 - BEM-TE-VI",NULL,5,24,26,25,NULL,True,"esf"
68,"1623656","ESF 0382/14 - SABIÁ",NULL,5,24,26,25,NULL,True,"esf"
69,"1631225","ESF 07 AZUL - UBS 02 REC - AREA 0417",NULL,7,16,44,37,NULL,True,"esf"
70,"1631233","ESF 26 MARROM - UBS 02 REC - AREA 0418",NULL,7,16,44,37,NULL,True,"esf"
71,"1634380","EQ 12 - VERDE",NULL,4,9,13,13,NULL,True,"esf"
72,"1634399","EQUIPE 03",NULL,4,9,59,34,NULL,True,"esf"
73,"1635247","EQUIPE 4 - AMARELA ÁREA 0075",NULL,6,4,134,96,NULL,True,"esf"
74,"1635255","EQUIPE 5 - CINZA ÁREA 0076",NULL,6,4,134,96,NULL,True,"esf"
75,"1635441","ESF 55 ROSA - UBS 01 REC - AREA 0055",NULL,7,16,20,19,NULL,True,"esf"
76,"1635468","ESF 56 VERDE - UBS 01 REC - AREA 0056",NULL,7,16,20,19,NULL,True,"esf"
77,"1638912","EQUIPE 06 - ROSA - AREA 0655",NULL,7,1,2,3,NULL,True,"esf"
78,"1638947","EQUIPE 01 - LARANJA - AREA 0656",NULL,7,28,30,27,NULL,True,"esf"
79,"1641808","EQUIPE 05",NULL,3,8,73,60,NULL,True,"esf"
80,"1641824","EQUIPE 01",NULL,3,17,21,20,NULL,True,"esf"
81,"1641832","EQUIPE 11",NULL,3,22,9,10,NULL,True,"esf"
82,"1641840","EQUIPE 12",NULL,3,22,9,10,NULL,True,"esf"
83,"1641859","EQUIPE 06 - AMARELA - AREA 0657",NULL,7,26,52,45,NULL,True,"esf"
84,"1641867","EQUIPE 07 - ROSA - AREA 0658",NULL,7,26,52,45,NULL,True,"esf"
85,"1641875","EQUIPE 08 - DOURADA - AREA 0659",NULL,7,26,52,45,NULL,True,"esf"
86,"1641883","EQUIPE 01 - AZUL - AREA 0660",NULL,7,26,96,75,NULL,True,"esf"
87,"1641891","EQUIPE 01 - LILÁS - AREA 0661",NULL,7,26,107,82,NULL,True,"esf"
88,"1641905","EQUIPE 02 - VERMELHA - AREA 0662",NULL,7,26,107,82,NULL,True,"esf"
23,"1528041","EQUIPE 530-13/ D",NULL,8,20,48,42,NULL,True,"esf"
90,"1641921","EQUIPE 01 - ROSA - AREA 0666",NULL,7,26,127,92,NULL,True,"esf"
91,"1641956","EQUIPE 01 - PRATA - AREA 0667",NULL,7,26,117,88,NULL,True,"esf"
92,"1641964","ESF 01 ROSA - UBS 02 REC - AREA 0664",NULL,7,16,44,37,NULL,True,"esf"
93,"1641972","EQUIPE 02 - VIOLETA - AREA 0668",NULL,7,26,28,26,NULL,True,"esf"
95,"1642006","EQ 13 - LILÁS",NULL,4,12,17,17,NULL,True,"esf"
96,"1642014","EQ 14 - MARROM",NULL,4,12,17,17,NULL,True,"esf"
97,"1642022","EQ 13 - VERMELHA",NULL,4,9,13,13,NULL,True,"esf"
98,"1642030","EQ 14 - AMARELA",NULL,4,9,13,13,NULL,True,"esf"
99,"1642049","ESF 0384/07 - GIRASSOL",NULL,5,25,51,74,NULL,True,"esf"
100,"1642227","EQ 16 - LARANJA",NULL,4,12,17,17,NULL,True,"esf"
101,"1642235","ESF 0385/09 - VIOLETA",NULL,5,25,51,74,NULL,True,"esf"
102,"1642243","ESF 0386/10 - LÍRIO",NULL,5,25,51,74,NULL,True,"esf"
103,"1642251","ESF 0618/17 - CORUJA",NULL,5,24,26,25,NULL,True,"esf"
104,"1642278","EQUIPE IPÊ ROSA",NULL,2,15,53,46,NULL,True,"esf"
105,"1642308","EQ 07 - SOBRADINHO DOS MELOS",NULL,4,12,42,35,NULL,True,"esf"
106,"1655426","EQUIPE 15",NULL,3,18,22,21,NULL,True,"esf"
107,"1656740","EQUIPE 03 - AZUL - AREA 0670",NULL,7,26,28,26,NULL,True,"esf"
108,"1656759","EQUIPE 02 - VERMELHA - AREA 0669",NULL,7,26,117,88,NULL,True,"esf"
109,"1656848","ESF 0619/03 - ALECRIM",NULL,5,25,51,74,NULL,True,"esf"
110,"1658778","EQUIPE 02",NULL,3,17,21,20,NULL,True,"esf"
111,"1659804","ESF 28 - UBS 11 REC - AREA 0423",NULL,7,16,142,71,NULL,True,"esf"
112,"1660462","EQUIPE 04 - ROSA - AREA 0684",NULL,7,26,28,26,NULL,True,"esf"
113,"1660470","EQUIPE 03 - AZUL - AREA 0685",NULL,7,26,52,45,NULL,True,"esf"
114,"1660489","EQUIPE 04 - LARANJA - AREA 0686",NULL,7,26,52,45,NULL,True,"esf"
115,"1660497","EQUIPE 05 - VERDE - AREA 0671",NULL,7,26,52,45,NULL,True,"esf"
116,"1660500","EQUIPE 02 - VERMELHA - AREA 0672",NULL,7,26,52,45,NULL,True,"esf"
117,"1660519","EQUIPE 01 - LARANJA - AREA 0673",NULL,7,26,69,57,NULL,True,"esf"
118,"1660527","EQUIPE 02 - AZUL - AREA 0674",NULL,7,26,69,57,NULL,True,"esf"
119,"1660535","EQUIPE 03 - ROXA - AREA 0675",NULL,7,26,69,57,NULL,True,"esf"
120,"1660543","EQUIPE 02 - ROSA - AREA 0676",NULL,7,26,96,75,NULL,True,"esf"
121,"1660551","EQUIPE 03 - VERDE - AREA 0677",NULL,7,26,96,75,NULL,True,"esf"
122,"1660578","EQUIPE 04 - VERMELHA - AREA 0678",NULL,7,26,96,75,NULL,True,"esf"
