id,cnpj,idassociacao,porcento_mulheres,pagantes_servico,pagantes_comercio,pagantes_industria,pagantes_agro,pagantes_liberal,pagantes_mei,pagantes_outros,atividade_economica,area_comercial,vendedores_atuantes,certificado_origem,certificado_digital,servico_analise_credito,servico_intermediacao_estagio,servico_concessao_credito,carta_exclusividade,plano_saude,camara_mediacao,faculdade_comercio,aluguel_salas,conselho_comites,sede_associacao,condicao_sede,taxa_associativismo_min,taxa_associativismo_max,faturamento_produtos_servicos,faturamento_taxa_associativismo,data_atualizacao
167,50409705000135,2009,Não possuem a informação,205,270,80,2,0,116,11,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 200 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 200 PESSOAS,",2,50,DE 51 A 75%,Não informado,2023-04-05 05:36:32.180953
168,45165974000163,2741,Não possuem a informação,206,506,21,12,0,122,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 120 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 120 PESSOAS,",12,66,DE 51 A 75%,Não informado,2023-04-05 05:36:32.191005
169,53303202000179,1858,Não possuem a informação,211,276,8,39,0,149,145,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 160 PESSOAS, POSSUI SALA REUNIÃO PARA 80 PESSOAS, POSSUI SALA TREINAMENTO PARA 80 PESSOAS,",39,50,DE 76 A 100%,Não informado,2023-04-05 05:36:32.200608
170,44565851000157,2760,Não possuem a informação,215,490,40,18,0,58,33,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 326 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 123 PESSOAS,",18,32,DE 51 A 75%,DE 26 A 50%,2023-04-05 05:36:32.209819
171,44791317000169,3398,Não possuem a informação,215,402,44,3,0,81,10,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 180 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, POSSUI SALA TREINAMENTO PARA 45 PESSOAS,",3,75,DE 26 A 50%,Não informado,2023-04-05 05:36:32.219754
172,92807700000100,2585,de 0 a 25%,217,86,20,2,2,2,45,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Da Mulher,Sede Própria,"Prédio Histórico, conservado",2,606,até 25%,de 51 a 75%,2023-04-05 05:36:32.228538
173,47719141000122,11405,Não possuem a informação,221,318,97,7,0,0,18,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 100 PESSOAS, POSSUI SALA REUNIÃO PARA 8 PESSOAS, POSSUI SALA TREINAMENTO PARA 100 PESSOAS,",7,41,DE 51 A 75%,Não informado,2023-04-05 05:36:32.237831
174,04430154000174,11813,de 0 a 25%,0,0,0,0,0,0,0,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),Boas,0,0,até 25%,até 25%,2023-04-05 05:36:32.246778
175,14848340000181,11831,de 0 a 25%,0,0,0,0,0,0,0,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),Não tem,0,100,até 25%,até 25%,2023-04-05 05:36:32.256171
176,01404824000190,2231,Não possuem a informação,0,50,0,0,0,1,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,38,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:32.266407
177,03010538000175,11180,de 0 a 25%,2,14,0,1,0,0,0,Indústria,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"conservado, sala reuniões e auditorio ( estamos comprando um terrenoi para construir a sede, com salas para alugar",1,70,até 25%,de 51 a 75%,2023-04-05 05:36:32.275608
178,02950796000179,2111,Não possuem a informação,3,30,1,1,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,25,até 25%,de 76 a 100%,2023-04-05 05:36:32.284875
179,00965345000180,11349,Não possuem a informação,4,39,1,2,0,25,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Da Mulher,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",2,60,até 25%,DE 26 A 50%,2023-04-05 05:36:32.294867
180,17933952000160,11724,de 26 a 50%,5,18,0,0,0,12,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"Somente Sala de escritório, nova",0,50,até 25%,até 25%,2023-04-05 05:36:32.304059
181,77092559000113,1943,de 76 a 100%,223,286,15,18,0,63,0,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,prédio próprio/salas/bem conservado/3 salas/estúdio de gravação/sala de reuniões/auditório.,18,331,de 26 a 50%,de 26 a 50%,2023-04-05 05:36:32.313956
182,89833400000000,11912,de 0 a 25%,230,153,110,10,35,12,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Da Mulher,Sede Própria,otima,10,190,até 25%,de 26 a 50%,2023-04-05 05:36:32.323486
183,51446540000134,1777,Não possuem a informação,236,20,10,13,0,49,28,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,NÃO,Sim,Não,Sim,Não,Sim,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 60 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 60 PESSOAS,",13,99,DE 26 A 50%,Não informado,2023-04-05 05:36:32.332547
184,49801756000129,3212,Não possuem a informação,239,203,6,8,0,8,12,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 80 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, POSSUI SALA TREINAMENTO PARA 25 PESSOAS,",8,49,DE 51 A 75%,Não informado,2023-04-05 05:36:32.342821
185,75319848000187,3404,de 76 a 100%,250,26,190,10,40,86,5,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"Prédio conservado, um auditório para 50 pessoas.",10,1368,até 25%,de 76 a 100%,2023-04-05 05:36:32.361141
186,10247898000150,3171,de 26 a 50%,250,140,3,22,8,30,47,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,Esta para ser reformada,22,130,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:32.370101
187,16246563000102,3519,de 76 a 100%,258,329,0,0,21,183,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não tem,Sede Própria,"PRÉDIO MODERNO, BASTANTE CONSERVADO, RECEPÇÃO PARA CLIENTES, POSSUI SALAS PARA REUNIÕES, DOIS AUDITÓRIOS, ESPAÇOS MENORES PARA ALUGUEL (COWORKING) E ESPAÇO ONDE FUNCIONA A JUNTA COMERCIAL DO ESTADO DA BAHIA.",0,350,de 51 a 75%,até 25%,2023-04-05 05:36:32.379309
188,59044396000111,11340,Não possuem a informação,259,162,8,0,0,5,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,45,DE 26 A 50%,Não informado,2023-04-05 05:36:32.389788
189,44826204000151,2355,Não possuem a informação,270,921,65,31,0,200,43,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,NÃO,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 52 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 52 PESSOAS,",31,55,DE 26 A 50%,Não informado,2023-04-05 05:36:32.39912
190,14532489000157,11859,Não possuem a informação,5,116,2,1,0,15,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,25,DE 51 A 75%,Até 25%,2023-04-05 05:36:32.40895
191,51669539000179,11398,Não possuem a informação,5,230,0,0,0,15,2,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,50,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:32.418221
192,32957980000101,11865,Não possuem a informação,6,10,19,3,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",3,0,até 25%,de 76 a 100%,2023-04-05 05:36:32.427517
193,16763856000159,2874,de 76 a 100%,274,215,110,0,3,323,289,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"A Acid possui duas sedes próprias, uma no Ccentro de Divinópolis e outra no Centro Industrial Coronel Jovelino Rabello. São dois centros empresariais para atender às demandas de seus associados. 
A sede da Rua Serra do Cristal, inaugurada em 6 de dezembro de 2018, está localizada em região nobre de Divinópolis. Possui cerca de quinhentos metros quadrados de área construída. Oferece um moderno auditório climatizado, equipado com sistema de áudio e vídeo, acessibilidade e com capacidade para até oitenta pessoas. Cada detalhe foi pensado de forma a atender com conforto os visitantes e com funcionalidade para os colaboradores com móveis planejados e otimização dos espaços. Possui salas para reuniões e abriga uma área aconchegante de convivência.
A sede do Centro Industrial existe há 28 anos. Nessa sede, foi inaugurado, em 2 de outubro de 2019, o “Espaço Multiuso”, amplo, moderno, que recebe com comodidade cento e trinta pessoas para palestras, cursos, encontros e reuniões. Possui também um ambiente para confraternização e networking com os participantes de eventos.",0,275,de 76 a 100%,até 25%,2023-04-05 05:36:32.437483
194,23774268000186,2990,de 51 a 75%,281,403,9,3,66,46,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,Temos uma sede com mais de 1 mil metros de área construída novo e com 2 salas de treinamentos.,3,120,de 51 a 75%,Não informado,2023-04-05 05:36:32.44636
195,59327122000130,11412,Não possuem a informação,281,199,31,0,0,52,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 90 PESSOAS, POSSUI SALA REUNIÃO PARA 34 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",0,40,DE 26 A 50%,Não informado,2023-04-05 05:36:32.455879
196,95820593000149,1851,de 26 a 50%,296,193,68,6,0,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Outros,Sede Própria,"Prédio antigo, bem conservado. Possui duas salas de reuniões (50 e 100 lugares).",6,339,de 76 a 100%,de 26 a 50%,2023-04-05 05:36:32.464913
197,12319067000172,2659,de 26 a 50%,300,408,84,8,12,28,36,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Da Mulher,Sede Própria,"A Associação Comercial de Maceió possui um prédio antigo, porém, bem conservado, tombado como patrimônio histórico. Temos salas para reuniões com capacidade à partir de 60 pessoas (sentadas), auditório com capacidade para 200 pessoas (sentadas), espaços como hall de entrada para eventos diversos como Workshopp, Cursos, Treinamentos, Coquetel, Ações Culturais, etc.",8,450,de 76 a 100%,até 25%,2023-04-05 05:36:32.473873
198,10658179000122,11701,de 51 a 75%,350,500,20,450,850,589,450,Comério e Serviço,Sim,acima de 7 vendedores,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Da Mulher,Sede/Sala Alugada,Bem Organizada,450,150,até 25%,até 25%,2023-04-05 05:36:32.484018
199,03488962000120,11154,de 0 a 25%,302,428,25,17,32,44,17,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não tem,Sede Própria,"Possuímos amplo espaço para salas de locação , auditório e locação da equipe , prédio está em bom estado mais precisa de pintura",17,150,de 76 a 100%,de 76 a 100%,2023-04-05 05:36:32.494922
200,48818173000148,11419,Não possuem a informação,304,381,39,25,0,109,183,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 100 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",25,39,DE 51 A 75%,Não informado,2023-04-05 05:36:32.505968
201,90480336000191,10031,de 51 a 75%,318,139,155,12,80,0,0,Outros,Não,Não há vendedor.,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"ESTAMOS EM SEDE ANTIGA, INACABADA. COM NOVO PRÉDIO NA ÁREA CENTRAL EM CONSTRUÇÃO",12,299,de 51 a 75%,Não informado,2023-04-05 05:36:32.516955
202,88145263000130,11275,de 76 a 100%,320,280,150,0,0,40,0,Indústria,Sim,de 4 a 6 vendedores,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"NOVO , COM ESTRUTURA DE SALAS MULTIUSO",0,250,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:32.527039
203,02402760000150,2346,de 26 a 50%,12,15,12,0,1,3,0,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),.,0,15,até 25%,de 76 a 100%,2023-04-05 05:36:32.542988
204,92404268000107,2308,de 51 a 75%,10,40,4,0,1,6,0,Comério e Serviço,Sim,acima de 7 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),0,0,50,de 76 a 100%,até 25%,2023-04-05 05:36:32.552662
205,00346316000130,3102,de 26 a 50%,11,36,7,5,2,0,3,Comério e Serviço,Sim,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),Sala de reunião,5,100,até 25%,de 51 a 75%,2023-04-05 05:36:32.563692
206,23759480000174,11880,de 26 a 50%,11,43,5,0,1,26,3,Comério e Serviço,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),"PRÉDIO CEDIDO PELA PREFEITURA MUNICIPAL, CONSERVADO, COM SALÃO CULTURAL ANEXO, ONDE REALIZAMOS REUNIÕES E EVENTOS.",0,50,até 25%,de 76 a 100%,2023-04-05 05:36:32.574015
207,52059771000158,3412,Não possuem a informação,330,979,34,1,0,150,5933,Não possuem a informação,Sim,acima de 7 vendedores,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 220 PESSOAS, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 80 PESSOAS,",1,42,DE 51 A 75%,Não informado,2023-04-05 05:36:32.583871
208,44408615000127,2468,Não possuem a informação,345,872,85,9,0,104,28,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 50 PESSOAS, POSSUI SALA REUNIÃO PARA 8 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",9,78,DE 51 A 75%,Até 25%,2023-04-05 05:36:32.595272
209,50124668000119,2787,Não possuem a informação,352,240,73,0,0,50,76,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 120 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",0,65,DE 26 A 50%,Não informado,2023-04-05 05:36:32.616103
210,44793255000124,11387,Não possuem a informação,364,570,120,11,0,51,168,Não possuem a informação,Sim,de 4 a 6 vendedores,Sim,Sim,Sim,NÃO,Sim,Não,Sim,Não,Sim,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 250 PESSOAS, POSSUI SALA REUNIÃO PARA 80 PESSOAS, POSSUI SALA TREINAMENTO PARA 36 PESSOAS,",11,30,DE 51 A 75%,Não informado,2023-04-05 05:36:32.627886
211,86445657000188,3473,de 0 a 25%,366,217,63,0,18,93,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Da Mulher,Sede Própria,"Prédio conservado, com administrativo, sala de reunião, sala de diretoria, 03 auditórios menores, 01 auditório grande, 04 salas para consultores e locações.",0,530,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:32.63842
212,44750420000160,2212,Não possuem a informação,397,914,123,71,0,257,257,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 600 PESSOAS, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",71,56,DE 51 A 75%,Não informado,2023-04-05 05:36:32.64888
213,77089746000148,2127,de 51 a 75%,400,900,100,50,100,100,50,Outros,Sim,de 4 a 6 vendedores,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,Prédio novo com 3.700m².,50,160,de 76 a 100%,até 25%,2023-04-05 05:36:32.659962
214,30970016000198,3082,de 26 a 50%,408,613,166,0,58,521,15,Comério e Serviço,Sim,de 4 a 6 vendedores,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não tem,Sede Própria,"A sede localiza-se em um prédio conservado, possuindo auditório, salas para reuniões e atendimentos",0,110,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:32.670608
215,78279049000112,2578,de 26 a 50%,14,89,10,1,3,9,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,Conservado,1,95,até 25%,de 26 a 50%,2023-04-05 05:36:32.692193
216,01935867000100,1976,de 0 a 25%,14,30,0,1,1,5,0,Agronegócio,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"ambiente não suporta assembleias, somente reunião de diretoria. Prédio antigo,porém conservado, em boa localização.",1,100,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:32.703524
217,20469920000160,3087,de 26 a 50%,18,38,0,0,82,1,0,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"Possuímos um amplo espaço construído exclusivamente para a instalação da Associação Comercial, temos um auditório com capacidade para 90 pessoas com projetor e som integrado, sala de treinamento com capacidade para 30 pessoas com projetor, espaço multiuso utilizado para confraternizações e cooffee break além de duas salas de reuniões. Os ambientes possuem wifi, quadro branco e tela para projeção. O prédio está localizado na região central, com elevador e conservação necessária.",0,121,de 76 a 100%,até 25%,2023-04-05 05:36:32.714549
218,03717183000159,11885,de 26 a 50%,20,12,1,4,1,2,0,Agronegócio,Sim,Não há vendedor.,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não tem,Não tem Sede (apenas estatuto),Não existe sede,4,80,até 25%,até 25%,2023-04-05 05:36:32.725437
219,15341376000137,11891,de 0 a 25%,23,66,0,4,3,6,6,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não tem,Sede/Sala Alugada,BEM CONSERVADO E ESPAÇOSO,4,105,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:32.736635
220,07591888000123,11323,de 51 a 75%,29,46,17,5,2,10,1,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Da Mulher,Sede/Sala Alugada,"A sede è uma sala cedida pela Prefeitura, uma sala de atendimento e uma sala de reunião, as salas são no térreo do ginásio municipal de esportes.",5,145,até 25%,de 51 a 75%,2023-04-05 05:36:32.747495
221,84792944000139,2577,de 51 a 75%,34,53,1,5,0,3,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"Sede com 6 anos construção, localizada no centro",5,127,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:32.758279
222,81392433000131,2154,de 51 a 75%,34,70,5,0,0,13,1,Comério e Serviço,Não,Não há vendedor.,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Da Mulher,Sede/Sala Alugada,"Prédio novo com excelente localizando, estando na Avenida principal do comércio da cidade, contendo sala de reuniões com capacidade para até 25 pessoas.",0,105,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:32.770841
223,16832271000143,11899,de 0 a 25%,40,30,20,15,20,60,140,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"É um prédio antigo, porém temos salas de reuniões, auditório e locamos salas para empresas parceiras.",15,300,até 25%,de 26 a 50%,2023-04-05 05:36:32.782281
224,00401158000173,10948,de 0 a 25%,7,15,5,0,7,6,9,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Da Mulher,Sede Própria,Sala de reuniões,0,100,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:32.793957
225,02456717000178,3229,de 26 a 50%,0,0,0,0,0,0,80,Comério e Serviço,Sim,Não há vendedor.,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,Conservado,0,861,de 76 a 100%,de 76 a 100%,2023-04-05 05:36:32.804823
226,05767313000193,11170,de 0 a 25%,0,50,0,0,1,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não tem,Sede/Sala Alugada,"Sala nova, recepção e uma sala para reuniões.",0,130,até 25%,de 51 a 75%,2023-04-05 05:36:32.815768
227,07039850000142,2071,de 0 a 25%,0,0,0,0,0,0,200,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Outros,Sede/Sala Alugada,"As condições do prédio são boas, porém, sem acessibilidade, são 4 lances de escada, não possui espaço para eventos, somente uma sala de reunião bem equipada.",0,180,de 51 a 75%,de 76 a 100%,2023-04-05 05:36:32.826001
