idcidade,nmcidade,idceplocal,iduf,idicms,idregiao,idtse,ibge,estrangeira
2641,Aiuruoca,37450000,MG,,,,,false
2642,Alagoa,37458000,MG,,,,,false
2643,Albertina,37596000,MG,,,,,false
2644,Alberto Isaacson,35608000,MG,,,,,false
2645,Albertos,35576000,MG,,,,,false
2646,Aldeia,35245000,MG,,,,,false
2647,Alegre,38560000,MG,,,,,false
2648,Alegria,36935000,MG,,,,,false
2649,Além Paraíba,36660000,MG,,,,,false
2650,Alexandrita,38282000,MG,,,,,false
2651,Alfenas,37130000,MG,,,,,false
2652,Alfredo Vasconcelos,36272000,MG,,,,,false
2653,Almeida,35835000,MG,,,,,false
2654,Almenara,39900000,MG,,,,,false
2655,Alpercata,35138000,MG,,,,,false
2656,Alpinópolis,37940000,MG,,,,,false
2657,Alterosa,37145000,MG,,,,,false
2658,Alto Caparaó,36836000,MG,,,,,false
2659,Alto Capim,35210000,MG,,,,,false
2660,Alto de Santa Helena,35102000,MG,,,,,false
2661,Alto Jequitibá,36976000,MG,,,,,false
2662,Alto Maranhão,36417000,MG,,,,,false
2663,Alto Rio Doce,36260000,MG,,,,,false
2664,Altolândia,38985000,MG,,,,,false
2665,Alvação,39347000,MG,,,,,false
2666,Alvarenga,35249000,MG,,,,,false
2667,Alvinópolis,35950000,MG,,,,,false
2668,Alvorada,36803000,MG,,,,,false
2669,Alvorada de Minas,39140000,MG,,,,,false
2670,Amanda,35708000,MG,,,,,false
2671,Amanhece,38455000,MG,,,,,false
2672,Amarantina,35412000,MG,,,,,false
2673,Amparo da Serra,35444000,MG,,,,,false
2674,Andiroba,35745000,MG,,,,,false
2675,Andradas,37795000,MG,,,,,false
2676,Andrelândia,37300000,MG,,,,,false
2677,Andrequicé,39207000,MG,,,,,false
2678,Angaturama,36746000,MG,,,,,false
2679,Angelândia,39685000,MG,,,,,false
2680,Angicos de Minas,39332000,MG,,,,,false
2681,Angueretá,35793000,MG,,,,,false
2682,Angustura,36664000,MG,,,,,false
2683,Antônio Carlos,36220000,MG,,,,,false
2684,Antônio Dias,35177000,MG,,,,,false
2685,Antônio dos Santos,34960000,MG,,,,,false
2686,Antônio Ferreira,39697000,MG,,,,,false
2687,Antônio Pereira,35411000,MG,,,,,false
2688,Antônio Prado de Minas,36850000,MG,,,,,false
2689,Antunes,35698000,MG,,,,,false
2690,Aparecida de Minas,38205000,MG,,,,,false
2691,Araçaí,35777000,MG,,,,,false
2692,Aracati de Minas,36776000,MG,,,,,false
2693,Aracitaba,36255000,MG,,,,,false
2694,Araçuaí,39600000,MG,,,,,false
2695,Araguari,,MG,,,,,false
2696,Aramirim,35151000,MG,,,,,false
2697,Aranha,35462000,MG,,,,,false
2698,Arantina,37360000,MG,,,,,false
2699,Araponga,36594000,MG,,,,,false
2700,Araporã,38435000,MG,,,,,false
2701,Arapuá,38860000,MG,,,,,false
2702,Araújos,35603000,MG,,,,,false
2703,Araúna,37180000,MG,,,,,false
2704,Araxá,,MG,,,,,false
2705,São Miguel do Cajuru,36318000,MG,,,,,false
2706,Arceburgo,37820000,MG,,,,,false
2707,Arcos,35588000,MG,,,,,false
2708,Areado,37140000,MG,,,,,false
2709,Argenita,38955000,MG,,,,,false
2710,Argirita,36710000,MG,,,,,false
2711,Aricanduva,39678000,MG,,,,,false
2712,Arinos,38680000,MG,,,,,false
2713,Aristides Batista,39341000,MG,,,,,false
2714,Ascenção,35665000,MG,,,,,false
2715,Assaraí,36966000,MG,,,,,false
2716,Astolfo Dutra,36780000,MG,,,,,false
2717,Ataléia,39850000,MG,,,,,false
2718,Augusto de Lima,39220000,MG,,,,,false
2719,Avaí do Jacinto,39931000,MG,,,,,false
2720,Azurita,35672000,MG,,,,,false
2721,Babilônia,37915000,MG,,,,,false
2722,Itabirito,35453000,MG,,,,,false
2723,Baependi,37443000,MG,,,,,false
2724,Baguari,35105000,MG,,,,,false
2725,Baiões,35575000,MG,,,,,false
2726,Baixa,38101000,MG,,,,,false
2727,Balbinópolis,39877000,MG,,,,,false
2728,Baldim,35706000,MG,,,,,false
2729,Bambuí,38900000,MG,,,,,false
2730,Bandeira,39917000,MG,,,,,false
2731,Bandeira do Sul,37740000,MG,,,,,false
2732,Bandeirantes,35423000,MG,,,,,false
2733,Barão de Cocais,35970000,MG,,,,,false
2734,Barão de Monte Alto,36870000,MG,,,,,false
2735,Barbacena,,MG,,,,,false
2736,Barra Alegre,35165000,MG,,,,,false
2737,Barra da Figueira,36963000,MG,,,,,false
2738,Barra do Ariranha,35295000,MG,,,,,false
2739,Barra do Cuieté,35243000,MG,,,,,false
2740,Barra Feliz,35963000,MG,,,,,false
2741,Barra Longa,35447000,MG,,,,,false
2743,Barreiro,,MG,,,,,false
2744,Barreiro Branco,39526700,MG,,,,,false
2745,Barreiro da Raiz,39442000,MG,,,,,false
2746,Barreiro do Rio Verde,39441000,MG,,,,,false
2747,Barretos de Alvinópolis,35952000,MG,,,,,false
2748,Barrocão,39572000,MG,,,,,false
2749,Barroso,36212000,MG,,,,,false
2750,Baú,35615000,MG,,,,,false
2751,Bela Vista de Minas,35938000,MG,,,,,false
2752,Belisário,36888000,MG,,,,,false
2753,Belmiro Braga,36126000,MG,,,,,false
2754,Belo Horizonte,,MG,,,,,false
2755,Belo Oriente,35195000,MG,,,,,false
2757,Belo Vale,35473000,MG,,,,,false
2758,Bentópolis de Minas,39325000,MG,,,,,false
2759,Berilo,39640000,MG,,,,,false
2760,Berizal,39555000,MG,,,,,false
2761,Bertópolis,39875000,MG,,,,,false
2762,Betim,,MG,,,,,false
2763,Bias Fortes,36230000,MG,,,,,false
2764,Bicas,36600000,MG,,,,,false
2765,Bicuíba,35352000,MG,,,,,false
2766,Biquinhas,35621000,MG,,,,,false
2767,Bituri,35497000,MG,,,,,false
2768,Boa Esperança,37170000,MG,,,,,false
2769,Boa Família,36891000,MG,,,,,false
2770,Boa União de Itabirinha,35285000,MG,,,,,false
2771,Boa Vista de Minas,35517000,MG,,,,,false
2772,Bocaina de Minas,37340000,MG,,,,,false
2773,Bocaiúva,39390000,MG,,,,,false
2774,Bom Despacho,35600000,MG,,,,,false
2775,Bom Jardim de Minas,37310000,MG,,,,,false
2776,Bom Jesus da Cachoeira,36892000,MG,,,,,false
2777,Bom Jesus da Penha,37948000,MG,,,,,false
2778,Bom Jesus de Cardosos,35381000,MG,,,,,false
2779,Bom Jesus do Amparo,35908000,MG,,,,,false
2780,Bom Jesus do Divino,36825000,MG,,,,,false
2781,Bom Jesus do Galho,35340000,MG,,,,,false
2782,Bom Jesus do Madeira,36817000,MG,,,,,false
2783,Bom Pastor,35233000,MG,,,,,false
2784,Bom Repouso,37610000,MG,,,,,false
2785,Bom Retiro,36218000,MG,,,,,false
2786,Bom Sucesso,37220000,MG,,,,,false
2787,Bom Sucesso de Patos,38712000,MG,,,,,false
2788,Bonança,39456000,MG,,,,,false
2789,Bonfim,35521000,MG,,,,,false
2790,Bonfinópolis de Minas,38650000,MG,,,,,false
2791,Bonito de Minas,39490000,MG,,,,,false
2792,Borba Gato,35803000,MG,,,,,false
2793,Borda da Mata,37564000,MG,,,,,false
2794,Botelhos,37720000,MG,,,,,false
2795,Botumirim,39596000,MG,,,,,false
2796,Brás Pires,36542000,MG,,,,,false
2797,Brasilândia de Minas,38779000,MG,,,,,false
2798,Brasília de Minas,39330000,MG,,,,,false
2799,Brazópolis,37530000,MG,,,,,false
2800,Braúnas,35169000,MG,,,,,false
2801,Brejaúba,35858000,MG,,,,,false
2802,Brejaubinha,35106000,MG,,,,,false
2803,Brejo Bonito,38738000,MG,,,,,false
2804,Brejo do Amparo,39482000,MG,,,,,false
2805,Brumadinho,35460000,MG,,,,,false
2806,Brumal,35966000,MG,,,,,false
2807,Buarque de Macedo,36413000,MG,,,,,false
2808,Bueno,35244000,MG,,,,,false
2809,Bueno Brandão,37578000,MG,,,,,false
2810,Buenópolis,39230000,MG,,,,,false
2811,Bugre,35193000,MG,,,,,false
2812,Buritis,38660000,MG,,,,,false
2813,Buritizeiro,39280000,MG,,,,,false
2814,Caatinga,38778000,MG,,,,,false
2815,Cabeceira Grande,38625000,MG,,,,,false
2816,Cabo Verde,37880000,MG,,,,,false
2817,Caburu,36317000,MG,,,,,false
2818,Caçaratiba,39662000,MG,,,,,false
2819,Caçarema,39448000,MG,,,,,false
2820,Cachoeira Alegre,36876000,MG,,,,,false
2821,Cachoeira da Prata,35765000,MG,,,,,false
2822,Cachoeira de Minas,37545000,MG,,,,,false
2823,Cachoeira de Pajeú,39980000,MG,,,,,false
2824,Cachoeira de Santa Cruz,36574000,MG,,,,,false
2825,Cachoeira do Brumado,35424000,MG,,,,,false
2826,Cachoeira do Campo,35410000,MG,,,,,false
2827,Cachoeira do Manteiga,39288000,MG,,,,,false
2828,Cachoeira do Vale,,MG,,,,,false
2829,Nova Serrana,35523000,MG,,,,,false
2830,Cachoeira Dourada,38370000,MG,,,,,false
2831,Cachoeirinha,38995000,MG,,,,,false
2832,Caetano Lopes,35499000,MG,,,,,false
2833,Caetanópolis,35770000,MG,,,,,false
2834,Caeté,34800000,MG,,,,,false
2836,Caiana,36832000,MG,,,,,false
2837,Caiapó,36735000,MG,,,,,false
2838,Cajuri,36560000,MG,,,,,false
2839,Caldas,37780000,MG,,,,,false
2840,Calixto,35232000,MG,,,,,false
2841,Camacho,35555000,MG,,,,,false
2842,Camanducaia,37650000,MG,,,,,false
2843,Camargos,35427000,MG,,,,,false
2844,Cambuí,37600000,MG,,,,,false
2845,Cambuquira,37420000,MG,,,,,false
2846,Campanário,39835000,MG,,,,,false
2847,Campanha,37400000,MG,,,,,false
2848,Campestre,37730000,MG,,,,,false
2849,Campestrinho,37797000,MG,,,,,false
2850,Campina Verde,38270000,MG,,,,,false
2851,Campo Alegre de Minas,39457000,MG,,,,,false
2853,Campo Azul,39338000,MG,,,,,false
2854,Campo Belo,37270000,MG,,,,,false
2855,Campo do Meio,37165000,MG,,,,,false
2856,Campo Florido,38130000,MG,,,,,false
2857,Campo Redondo,39452000,MG,,,,,false
2858,Campolide,36237000,MG,,,,,false
2859,Campos Altos,38970000,MG,,,,,false
2860,Campos Gerais,37160000,MG,,,,,false
2861,Cana Verde,37267000,MG,,,,,false
2862,Canaã,36592000,MG,,,,,false
2863,Canabrava,39581000,MG,,,,,false
2865,Canápolis,38380000,MG,,,,,false
2866,Canastrão,38890000,MG,,,,,false
2867,Candeias,37280000,MG,,,,,false
2868,Canoeiros,38792000,MG,,,,,false
2869,Cantagalo,39703000,MG,,,,,false
2870,Caparaó,36834000,MG,,,,,false
2871,Capela Nova,36290000,MG,,,,,false
2872,Capelinha,39680000,MG,,,,,false
2873,Capetinga,37993000,MG,,,,,false
2874,Capim Branco,35730000,MG,,,,,false
2875,Capinópolis,38360000,MG,,,,,false
2876,Capitânia,39499000,MG,,,,,false
2877,Capitão Andrade,35123000,MG,,,,,false
2878,Janaúba,39445000,MG,,,,,false
2879,Capitólio,37930000,MG,,,,,false
2880,Caputira,36925000,MG,,,,,false
2881,Caraí,39810000,MG,,,,,false
2882,Caranaíba,36428000,MG,,,,,false
2883,Carandaí,36280000,MG,,,,,false
2884,Carangola,36800000,MG,,,,,false
2885,Caratinga,,MG,,,,,false
2886,Carbonita,39665000,MG,,,,,false
2887,Serra do Cipó,35847000,MG,,,,,false
2888,Pouso Alegre,37556000,MG,,,,,false
2889,Carioca,35665300,MG,,,,,false
2890,Carlos Alves,36686000,MG,,,,,false
2891,Carlos Chagas,39864000,MG,,,,,false
2892,Carmésia,35878000,MG,,,,,false
2893,Carmo da Cachoeira,37225000,MG,,,,,false
2894,Carmo da Mata,35547000,MG,,,,,false
2895,Carmo de Minas,37472000,MG,,,,,false
2896,Carmo do Cajuru,35510000,MG,,,,,false
2897,Carmo do Paranaíba,38840000,MG,,,,,false
2898,Carmo do Rio Claro,37150000,MG,,,,,false
2899,Carmópolis de Minas,35534000,MG,,,,,false
2900,Carneirinho,38290000,MG,,,,,false
2901,Carrancas,37245000,MG,,,,,false
2902,Carvalho de Brito,,MG,,,,,false
2903,Carvalhópolis,37760000,MG,,,,,false
2904,Carvalhos,37456000,MG,,,,,false
2905,Casa Grande,36422000,MG,,,,,false
2906,Cascalho Rico,38460000,MG,,,,,false
2907,Cássia,37980000,MG,,,,,false
2908,Cataguarino,36779000,MG,,,,,false
2909,Cataguases,,MG,,,,,false
2910,Catajás,39937000,MG,,,,,false
2911,Catas Altas,35969000,MG,,,,,false
2912,Catas Altas da Noruega,36450000,MG,,,,,false
2913,Catiara,38762000,MG,,,,,false
2914,Catuji,39816000,MG,,,,,false
2915,Catuné,36846000,MG,,,,,false
2916,Catuni,39585000,MG,,,,,false
2917,Catuti,39526000,MG,,,,,false
2918,Caxambu,37440000,MG,,,,,false
2919,Cedro do Abaeté,35624000,MG,,,,,false
2920,Centenário,36957000,MG,,,,,false
2921,Central de Minas,35260000,MG,,,,,false
2922,Central de Santa Helena,35267000,MG,,,,,false
2923,Centralina,38390000,MG,,,,,false
2924,Cervo,37565000,MG,,,,,false
2925,Chácara,36110000,MG,,,,,false
2926,Chalé,36985000,MG,,,,,false
2927,Chapada de Minas,38528000,MG,,,,,false
2928,Chapada do Norte,39648000,MG,,,,,false
2929,Chapada Gaúcha,39314000,MG,,,,,false
2930,Chaveslândia,38325000,MG,,,,,false
2931,Chiador,36630000,MG,,,,,false
2932,Chonim,35109000,MG,,,,,false
2933,Chumbo,38713000,MG,,,,,false
2934,Cipotânea,36265000,MG,,,,,false
2935,Cisneiros,36753000,MG,,,,,false
2936,Citrolândia,32800000,MG,,,,,false
2937,Claraval,37997000,MG,,,,,false
2938,Claro de Minas,38782000,MG,,,,,false
2939,Claro dos Poções,39380000,MG,,,,,false
2940,Cláudio,35530000,MG,,,,,false
2941,Cláudio Manuel,35429000,MG,,,,,false
2942,Cocais,35975000,MG,,,,,false
2943,Coco,35472000,MG,,,,,false
2944,Coimbra,36550000,MG,,,,,false
2945,Coluna,39770000,MG,,,,,false
2946,Comendador Gomes,38250000,MG,,,,,false
2947,Comercinho,39628000,MG,,,,,false
2948,Conceição da Aparecida,37148000,MG,,,,,false
2949,Conceição da Barra de Minas,36360000,MG,,,,,false
2950,Conceição da Boa Vista,36743000,MG,,,,,false
2951,Conceição da Brejaúba,39721000,MG,,,,,false
2952,Conceição da Ibitipoca,36144000,MG,,,,,false
2953,Conceição das Alagoas,38120000,MG,,,,,false
2954,Conceição das Pedras,37527000,MG,,,,,false
2955,Conceição de Ipanema,36947000,MG,,,,,false
2956,Conceição de Itaguá,35466000,MG,,,,,false
2957,Conceição de Minas,35985000,MG,,,,,false
2958,Conceição de Piracicaba,35943000,MG,,,,,false
2959,Conceição de Tronqueiras,39711000,MG,,,,,false
2960,Conceição do Capim,35202000,MG,,,,,false
2961,Conceição do Formoso,36248000,MG,,,,,false
2962,Conceição do Mato Dentro,35860000,MG,,,,,false
2963,Conceição do Pará,35668000,MG,,,,,false
2964,Conceição do Rio Acima,35968000,MG,,,,,false
2965,Conceição do Rio Verde,37430000,MG,,,,,false
2966,Conceição dos Ouros,37548000,MG,,,,,false
2967,Concórdia de Mucuri,39826000,MG,,,,,false
2968,Condado do Norte,39435000,MG,,,,,false
2969,Cônego João Pio,35993000,MG,,,,,false
2970,Cônego Marinho,39489000,MG,,,,,false
2971,Confins,33500000,MG,,,,,false
2973,Congonhas,36415000,MG,,,,,false
2974,Congonhas do Norte,35850000,MG,,,,,false
2975,Conquista,38195000,MG,,,,,false
2976,Conselheiro Lafaiete,36400000,MG,,,,,false
2977,Conselheiro Mata,39106000,MG,,,,,false
2978,Conselheiro Pena,35240000,MG,,,,,false
2979,Consolação,37670000,MG,,,,,false
2980,Contagem,,MG,,,,,false
2981,Contrato,39676000,MG,,,,,false
2982,Contria,39202000,MG,,,,,false
2983,Coqueiral,37235000,MG,,,,,false
2984,Coração de Jesus,39340000,MG,,,,,false
2985,Cordisburgo,35780000,MG,,,,,false
2986,Cordislândia,37498000,MG,,,,,false
2987,Corinto,39200000,MG,,,,,false
2988,Coroaci,39710000,MG,,,,,false
2989,Coromandel,38550000,MG,,,,,false
2990,Coronel Fabriciano,,MG,,,,,false
2991,Coronel Murta,39635000,MG,,,,,false
2992,Coronel Pacheco,36155000,MG,,,,,false
2993,Coronel Xavier Chaves,36330000,MG,,,,,false
2994,Córrego Danta,38990000,MG,,,,,false
2995,Córrego do Barro,35665200,MG,,,,,false
2996,Córrego do Bom Jesus,37605000,MG,,,,,false
2997,Córrego do Ouro,37163000,MG,,,,,false
2998,Córrego Fundo,35578000,MG,,,,,false
2999,Córrego Novo,35345000,MG,,,,,false
3000,Córregos,35864000,MG,,,,,false
3001,Correia de Almeida,36208000,MG,,,,,false
3002,Correntinho,39741000,MG,,,,,false
3003,Costa Sena,35859000,MG,,,,,false
3004,Costas,37665000,MG,,,,,false
3005,Costas da Mantiqueira,36206000,MG,,,,,false
3006,Couto de Magalhães de Minas,39188000,MG,,,,,false
3007,Crisólia,37572000,MG,,,,,false
3008,Crisólita,39885000,MG,,,,,false
3009,Crispim Jaques,39809000,MG,,,,,false
3010,Cristais,37275000,MG,,,,,false
3011,Cristália,39598000,MG,,,,,false
3012,Cristiano Otoni,36426000,MG,,,,,false
3013,Cristina,37476000,MG,,,,,false
3014,Crucilândia,35520000,MG,,,,,false
3015,Cruzeiro da Fortaleza,38735000,MG,,,,,false
3016,Cruzeiro dos Peixotos,38416000,MG,,,,,false
3017,Cruzília,37445000,MG,,,,,false
3018,Cubas,35806000,MG,,,,,false
3019,Cuité Velho,35242000,MG,,,,,false
3020,Cuparaque,35246000,MG,,,,,false
3021,Curimataí,39235000,MG,,,,,false
3022,Curral de Dentro,39998000,MG,,,,,false
3023,Curvelo,35790000,MG,,,,,false
3024,Datas,39130000,MG,,,,,false
3025,Delfim Moreira,37514000,MG,,,,,false
3026,Delfinópolis,37910000,MG,,,,,false
3027,Delta,38108000,MG,,,,,false
3028,Deputado Augusto Clementino,39152000,MG,,,,,false
3029,Derribadinha,35103000,MG,,,,,false
3030,Descoberto,36690000,MG,,,,,false
3031,Desembargador Otoni,39113000,MG,,,,,false
3032,Desemboque,38193000,MG,,,,,false
3033,Desterro de Entre Rios,35494000,MG,,,,,false
3034,Desterro do Melo,36210000,MG,,,,,false
3035,Diamante de Ubá,36506000,MG,,,,,false
3036,Diamantina,39100000,MG,,,,,false
3037,Dias,37532000,MG,,,,,false
3038,Dias Tavares,36105000,MG,,,,,false
3039,Diogo de Vasconcelos,35437000,MG,,,,,false
3040,Dionísio,35984000,MG,,,,,false
3041,Divinésia,36546000,MG,,,,,false
3042,Divino,36820000,MG,,,,,false
3043,Divino das Laranjeiras,35265000,MG,,,,,false
3044,Divino de Virgolândia,39716000,MG,,,,,false
3045,Divino Espírito Santo,37147000,MG,,,,,false
3046,Divinolândia de Minas,39735000,MG,,,,,false
3047,Divinópolis,,MG,,,,,false
3048,Divisa Alegre,39995000,MG,,,,,false
3049,Divisa Nova,37134000,MG,,,,,false
3050,Divisópolis,39912000,MG,,,,,false
3051,Dois de Abril,39948000,MG,,,,,false
3052,Dom Bosco,38654000,MG,,,,,false
3053,Dom Cavati,35148000,MG,,,,,false
3054,Dom Joaquim,35865000,MG,,,,,false
3055,Dom Lara,35314000,MG,,,,,false
3056,Dom Modesto,35313000,MG,,,,,false
3057,Dom Silvério,35440000,MG,,,,,false
3058,Dom Viçoso,37474000,MG,,,,,false
3059,Dona Euzébia,36784000,MG,,,,,false
3060,Dores da Vitória,36792000,MG,,,,,false
3061,Dores de Campos,36213000,MG,,,,,false
3062,Dores de Guanhães,35894000,MG,,,,,false
3063,Dores do Indaiá,35610000,MG,,,,,false
3064,Dores do Paraibuna,36243000,MG,,,,,false
3065,Dores do Turvo,36513000,MG,,,,,false
3066,Doresópolis,37926000,MG,,,,,false
3067,Douradinho,37755000,MG,,,,,false
3068,Douradoquara,38530000,MG,,,,,false
3069,Doutor Campolina,35768000,MG,,,,,false
3070,Doutor Lund,33650000,MG,,,,,false
3071,Durandé,36974000,MG,,,,,false
3072,Edgard Melo,35122000,MG,,,,,false
3073,Elói Mendes,37110000,MG,,,,,false
3074,Emboabas,36319000,MG,,,,,false
3075,Engenheiro Caldas,35130000,MG,,,,,false
3076,Engenheiro Correia,35416000,MG,,,,,false
3077,Engenheiro Navarro,39417000,MG,,,,,false
3078,Engenheiro Schnoor,39602000,MG,,,,,false
3079,Engenho do Ribeiro,35602000,MG,,,,,false
3080,Engenho Novo,36643000,MG,,,,,false
3081,Entre Folhas,35324000,MG,,,,,false
3082,Entre Rios de Minas,35490000,MG,,,,,false
3083,Epaminondas Otoni,39866000,MG,,,,,false
3084,Ermidinha,39410000,MG,,,,,false
3085,Ervália,36555000,MG,,,,,false
3086,Esmeraldas,35740000,MG,,,,,false
3087,Esmeraldas de Ferros,35804000,MG,,,,,false
3088,Espera Feliz,36830000,MG,,,,,false
3089,Espinosa,39510000,MG,,,,,false
3090,Espírito Santo do Dourado,37566000,MG,,,,,false
3091,Esteios,35596000,MG,,,,,false
3092,Estevão de Araújo,36596000,MG,,,,,false
3093,Estiva,37542000,MG,,,,,false
3094,Estrela da Barra,38294000,MG,,,,,false
3095,Estrela Dalva,36725000,MG,,,,,false
3096,Estrela de Jordânia,39923000,MG,,,,,false
3097,Estrela do Indaiá,35613000,MG,,,,,false
3098,Estrela do Sul,38525000,MG,,,,,false
3099,Eugenópolis,36855000,MG,,,,,false
3100,Euxenita,39751000,MG,,,,,false
3101,Ewbank da Câmara,36108000,MG,,,,,false
3102,Expedicionário Alício,35204000,MG,,,,,false
3103,Extração,39105000,MG,,,,,false
3104,Extrema,37640000,MG,,,,,false
3105,Fama,37138000,MG,,,,,false
3106,Faria Lemos,36840000,MG,,,,,false
3107,Farias,39744000,MG,,,,,false
3108,Fechados,35788000,MG,,,,,false
3109,Felicina,35152000,MG,,,,,false
3110,Felício dos Santos,39180000,MG,,,,,false
3111,Felisburgo,39895000,MG,,,,,false
3113,Fernandes Tourinho,35135000,MG,,,,,false
3114,Fernão Dias,39334000,MG,,,,,false
3115,Ferreiras,37493000,MG,,,,,false
3116,Ferreirópolis,39562000,MG,,,,,false
3117,Ferros,35800000,MG,,,,,false
3118,Ferruginha,35245500,MG,,,,,false
3119,Fervedouro,36815000,MG,,,,,false
3120,Fidalgo,33620000,MG,,,,,false
3121,Fidelândia,39851000,MG,,,,,false
3122,Flor de Minas,38315000,MG,,,,,false
3123,Florália,35961000,MG,,,,,false
3124,Floresta,35263000,MG,,,,,false
3125,Florestal,35690000,MG,,,,,false
3126,Florestina,38450000,MG,,,,,false
3127,Fonseca,35955000,MG,,,,,false
3128,Formiga,35570000,MG,,,,,false
3129,Formoso,38690000,MG,,,,,false
3130,Fortaleza de Minas,37905000,MG,,,,,false
3131,Fortuna de Minas,35760000,MG,,,,,false
3132,Francisco Badaró,39644000,MG,,,,,false
3133,Francisco Dumont,39387000,MG,,,,,false
3134,Francisco Sá,39580000,MG,,,,,false
3135,Franciscópolis,39695000,MG,,,,,false
3136,Frei Eustáquio,37237000,MG,,,,,false
3137,Frei Gaspar,39840000,MG,,,,,false
3138,Frei Inocêncio,35112000,MG,,,,,false
3139,Frei Lagonegro,39708000,MG,,,,,false
3140,Frei Orlando,35629000,MG,,,,,false
3141,Frei Serafim,39832000,MG,,,,,false
3142,Freire Cardoso,39637000,MG,,,,,false
3143,Fronteira,38230000,MG,,,,,false
3144,Fronteira dos Vales,39870000,MG,,,,,false
3145,Fruta de Leite,39558000,MG,,,,,false
3146,Frutal,38200000,MG,,,,,false
3147,Funchal,38802000,MG,,,,,false
3148,Funilândia,35709000,MG,,,,,false
3149,Furnas,37943000,MG,,,,,false
3150,Furquim,35426000,MG,,,,,false
3151,Galego,36206100,MG,,,,,false
3152,Galena,38753000,MG,,,,,false
3153,Galiléia,35250000,MG,,,,,false
3154,Gama,35153000,MG,,,,,false
3155,Gameleiras,39505000,MG,,,,,false
3156,Garapuava,38615000,MG,,,,,false
3157,Gavião,36858000,MG,,,,,false
3158,Glaucilândia,39592000,MG,,,,,false
3159,Glaura,35408000,MG,,,,,false
3160,Glucínio,39782000,MG,,,,,false
3161,Goiabeira,35248000,MG,,,,,false
3162,Goianá,36152000,MG,,,,,false
3163,Goianases,37994000,MG,,,,,false
3164,Gonçalves,37680000,MG,,,,,false
3165,Gonzaga,39720000,MG,,,,,false
3166,Gororós,35868000,MG,,,,,false
3167,Gorutuba,39522500,MG,,,,,false
3168,Gouveia,39120000,MG,,,,,false
3169,Governador Valadares,,MG,,,,,false
3170,Gramínea,37796000,MG,,,,,false
3171,Granada,35365700,MG,,,,,false
3172,Grão Mogol,39570000,MG,,,,,false
3173,Grota,35395000,MG,,,,,false
3174,Grupiara,38470000,MG,,,,,false
3175,Guaicui,39265000,MG,,,,,false
3176,Guaipava,37125000,MG,,,,,false
3177,Guanhães,39740000,MG,,,,,false
3178,Guapé,37177000,MG,,,,,false
3179,Guaraciaba,35436000,MG,,,,,false
3180,Guaraciama,39397000,MG,,,,,false
3181,Guaranésia,37810000,MG,,,,,false
3182,Guarani,36160000,MG,,,,,false
3183,Guaranilândia,39965000,MG,,,,,false
3184,Guarará,36606000,MG,,,,,false
3185,Guarataia,39833000,MG,,,,,false
3186,Guarda dos Ferreiros,38803000,MG,,,,,false
3187,Guarda-Mor,38570000,MG,,,,,false
3188,Guardinha,37952000,MG,,,,,false
3189,Guaxima,38198000,MG,,,,,false
3190,Guaxupé,37800000,MG,,,,,false
3191,Guidoval,36515000,MG,,,,,false
3192,Guimarânia,38730000,MG,,,,,false
3193,Guinda,39103000,MG,,,,,false
3194,Guiricema,36525000,MG,,,,,false
3195,Gurinhatã,38310000,MG,,,,,false
3196,Heliodora,37484000,MG,,,,,false
3197,Hematita,35178000,MG,,,,,false
3198,Hermilo Alves,36285000,MG,,,,,false
3199,Honorópolis,38272000,MG,,,,,false
3200,Iapu,35190000,MG,,,,,false
3201,Ibertioga,36225000,MG,,,,,false
3202,Ibiá,38950000,MG,,,,,false
3203,Ibiaí,39350000,MG,,,,,false
3204,Ibiracatu,39455000,MG,,,,,false
3205,Ibiraci,37990000,MG,,,,,false
3206,Ibirite,32400000,MG,,,,,false
3207,Ibitira,35607000,MG,,,,,false
3208,Ibitiúra de Minas,37790000,MG,,,,,false
3209,Ibituruna,37223000,MG,,,,,false
3210,Icaraí de Minas,39318000,MG,,,,,false
3211,Igarapé,32900000,MG,,,,,false
3212,Igaratinga,35695000,MG,,,,,false
3213,Iguatama,38910000,MG,,,,,false
3214,Ijaci,37205000,MG,,,,,false
3215,Ilhéus do Prata,35994000,MG,,,,,false
3216,Ilicínea,37175000,MG,,,,,false
3217,Imbé de Minas,35323000,MG,,,,,false
3218,Inconfidentes,37576000,MG,,,,,false
3219,Indaiabira,39536000,MG,,,,,false
3220,Independência,35236000,MG,,,,,false
3221,Indianópolis,38490000,MG,,,,,false
3222,Ingaí,37215000,MG,,,,,false
3223,Inhaí,39111000,MG,,,,,false
3224,Inhapim,35330000,MG,,,,,false
3225,Inhaúma,35710000,MG,,,,,false
3227,Ipaba,35198000,MG,,,,,false
3228,Ipanema,36950000,MG,,,,,false
3229,Ipatinga,,MG,,,,,false
3230,Ipiaçu,38350000,MG,,,,,false
3231,Ipoema,35905000,MG,,,,,false
3232,Ipuiúna,37559000,MG,,,,,false
3233,Iraí de Minas,38510000,MG,,,,,false
3234,Itabira,,MG,,,,,false
3235,Itabirinha,35280000,MG,,,,,false
3237,Itaboca,36138000,MG,,,,,false
3238,Itacambira,39594000,MG,,,,,false
3239,Itacarambi,39470000,MG,,,,,false
3240,Itaci,37155000,MG,,,,,false
3241,Itacolomi,35861000,MG,,,,,false
