idprojeto,idnucleo,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
588,21846,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
589,22099,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
590,21834,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
591,21844,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
592,21459,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
593,21814,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
594,21883,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
595,21881,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
1001,23155,2018-10-16 11:10:51,renato.rossi,2018-10-16 11:10:51,renato.rossi
1002,20704,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1003,22728,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1004,22894,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1005,22893,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1006,22651,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1007,22667,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1008,22823,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1010,22892,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1011,22958,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1012,22628,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1013,22653,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1015,23150,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1016,22949,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1017,22948,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1018,22690,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1019,22865,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1020,22825,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1021,22950,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1022,22905,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1023,22648,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1024,22904,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1026,22942,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1027,23007,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1028,22873,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1029,22771,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1032,22877,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1033,22876,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1034,23005,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1035,22922,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1036,22720,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1037,22722,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1038,22765,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1039,22719,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1040,23055,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1041,23053,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1042,22906,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1043,21563,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1044,21662,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1045,21651,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1046,22938,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1048,23175,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1049,21659,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1050,22789,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1051,22821,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1052,21665,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1053,22780,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1054,22988,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1055,22947,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1056,22981,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1057,22982,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1058,21089,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1059,20344,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1060,20341,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1061,22014,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1062,20359,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1063,20361,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1064,23138,2018-08-20 08:19:08,renato.rossi,2018-08-20 08:19:08,renato.rossi
1065,23139,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1066,20292,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1067,20294,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1068,20324,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1069,20612,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1070,22205,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1071,20323,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1072,20655,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1073,20329,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1075,22185,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1077,23087,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1078,20385,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1079,21793,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1080,23057,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1081,23046,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1082,23059,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1083,20388,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1084,21750,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1085,23095,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1086,21559,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1087,23148,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1088,20428,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1089,14045,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1090,14050,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1091,14049,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1092,23111,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1093,23110,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1094,20906,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1095,23123,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1096,23204,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1098,20269,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1099,23133,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1100,20500,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1101,20279,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1102,23130,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1103,23146,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1104,20282,2018-10-31 14:34:24,patriciarego,2018-10-31 14:34:24,patriciarego
1105,21574,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1106,20289,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1107,23117,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1108,23124,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1110,20457,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1111,20498,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1112,22190,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1113,14070,2019-07-26 12:45:02,nmabeck,2019-07-26 12:45:02,nmabeck
1114,23142,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1115,20320,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1117,20328,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1118,23162,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1119,23143,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1120,22114,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1122,20396,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1123,23128,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1124,23134,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1125,14043,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1127,23088,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1128,21865,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1129,22257,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1130,21615,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1131,21693,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1132,22179,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1133,20878,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1134,22369,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1135,22368,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1136,22961,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1137,21733,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1138,22457,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1139,20508,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1140,22130,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1141,21234,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1142,21997,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1143,21738,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1144,22115,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1145,22343,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1146,22740,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1147,22305,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1148,22277,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1149,22609,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1150,20205,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1151,22752,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1152,22299,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1153,22484,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1154,22864,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1155,21568,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1156,21341,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1157,21969,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1158,22612,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1159,22267,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1160,22284,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1161,20230,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1162,20231,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1163,22357,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1164,20929,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1165,22105,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1166,22383,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1167,23091,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1168,22677,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1169,22603,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1170,21294,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1171,22096,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1172,22518,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1173,21529,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1174,22127,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1175,20796,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1176,20758,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1177,20823,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1178,20824,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1179,22486,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1180,22387,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1181,22149,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1182,21613,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1183,23137,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1184,20820,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1185,20830,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1186,22755,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1187,22733,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1188,23100,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1189,23075,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1190,20917,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1191,22745,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1192,23151,2019-12-03 11:19:48,patriciarego,2019-12-03 11:19:48,patriciarego
1193,22475,2018-06-27 09:48:19,gladson.lima,2018-06-27 09:48:19,gladson.lima
1194,21973,2018-06-27 12:11:22,gladson.lima,2018-06-27 12:11:22,gladson.lima
1195,22156,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1196,22678,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1197,22884,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1198,22692,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1199,22691,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1200,22989,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1201,22943,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1202,22828,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1203,22142,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1206,23259,2018-09-27 11:09:01,Arambo,2018-09-27 11:09:01,Arambo
1210,21287,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1213,20004,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1214,23152,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1215,22854,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1216,22724,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1217,22637,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1218,22640,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1219,22639,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1220,22850,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1221,23156,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1222,22785,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1223,22870,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1224,22811,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1225,22868,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1226,23037,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1227,22680,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1228,22772,2018-07-18 17:15:31,gladson.lima,2018-07-18 17:15:31,gladson.lima
1229,23115,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1230,23108,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1231,23106,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1233,23114,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1234,23118,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1235,22614,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
1236,22696,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1237,22810,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
1238,22685,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1239,22140,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1240,22779,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
1241,22061,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
1242,21718,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
1243,22615,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1244,22625,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1302,13603,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1306,21704,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1307,21704,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1309,21704,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1316,21981,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1317,21202,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1318,23034,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1319,23034,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1320,23034,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1321,22053,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1322,22053,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1323,22055,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1324,22055,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1326,22054,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1328,23028,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1332,22939,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1333,22858,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1334,22691,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1335,23021,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1337,22932,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1338,20042,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1339,22678,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1340,22653,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1341,22723,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1342,22801,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1343,22958,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1344,22628,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1345,22646,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1346,22643,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1347,22640,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1348,23255,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1349,22865,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1350,22688,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1351,22862,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1352,22690,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1353,22825,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1354,22827,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1355,22631,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1356,22850,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1357,22850,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1358,22876,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1360,22785,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1361,22811,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1362,22868,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1363,23005,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1364,22925,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1365,22922,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1367,23255,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1368,22720,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1369,22722,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1370,22765,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1371,22719,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1372,23122,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1373,23108,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1374,23114,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1375,23115,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1376,23106,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1377,23255,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1378,23116,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1379,23118,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1380,23113,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1381,22680,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1382,22671,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1383,22641,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1384,22772,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1385,23055,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1386,23053,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1387,23056,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1388,23058,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1389,23170,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1390,23179,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
1391,23171,2018-08-13 01:52:27,gladson.lima,2018-08-13 01:52:27,gladson.lima
