idcidade,idbairro,nmbairro,flincluido
9668,25259,CAMPININHA, 
9668,25260,CAMPO BELO, 
9668,25261,CAMPO GRANDE, 
9668,25262,CAMPO LIMPO, 
9668,25263,CAMPOS ELISEOS, 
9668,25264,CANGAIBA, 
9668,25265,CANINDE, 
9668,25266,CANTAREIRA, 
9668,25267,CAPAO DA EMBIRA, 
9668,25268,CAPAO REDONDO, 
9668,25269,CAPELA DO SOCORRO, 
9668,25270,CARANDIRU, 
9668,25271,CARRAO, 
9668,25272,CASA GRANDE, 
9668,25273,CASA VERDE, 
9668,25274,CASA VERDE ALTA, 
9668,25275,CASA VERDE BAIXA, 
9668,25276,CASA VERDE MEDIA, 
9668,25277,CATUMBI, 
9668,25278,CAXINGUI, 
9668,25279,CENTRO, 
9668,25280,CERQUEIRA CESAR, 
9668,25281,CHACARA BANDEIRANTES, 
9668,25282,CHACARA BELENZINHO, 
9668,25283,CHACARA BOSQUE DO SUL, 
9668,25284,CHACARA CALIFORNIA, 
9668,25285,CHACARA COCAIA, 
9668,25286,CHACARA CRUZEIRO DO SUL, 
9668,25287,CHACARA DA ENSEADA, 
9668,25288,CHACARA DAS CORUJAS, 
9668,25289,CHACARA DAS PAINEIRAS, 
9668,25290,CHACARA DAS PALMEIRAS, 
9668,25291,CHACARA DO ENCOSTO, 
9668,25292,CHACARA DONA OLIVIA, 
9668,25293,CHACARA FIGUEIRA GRANDE, 
9668,25294,CHACARA FLORA, 
9668,25295,CHACARA FLORIDA, 
9668,25296,JARDIM GAIVOTAS, 
9668,25297,CHACARA INGLESA, 
9668,25298,CHACARA ITAIM, 
9668,25299,CHACARA JAPONESA, 
9668,25300,CHACARA JARAGUA, 
9668,25301,CHACARA MAFALDA, 
9668,25302,CHACARA MARIA TRINDADE, 
9668,25303,CHACARA MEYER, 
9668,25304,CHACARA MONTE ALEGRE, 
9668,25305,CHACARA MONTE SOL, 
9668,25306,CHACARA MORRO ALTO, 
9668,25307,CHACARA NANI, 
9668,25308,CHACARA NOSSA SENHORA APARECIDA, 
9668,25309,CHACARA NOSSA SENHORA DO BOM CONSELHO, 
9668,25310,CHACARA PAIVA, 
9668,25311,CHACARA PIRAJUSSARA, 
9668,25312,CHACARA POUSO ALEGRE, 
9668,25313,CHACARA SANTA ETELVINA, 
9668,25314,CHACARA SANTA MARIA, 
9668,25315,CHACARA SANTANA, 
9668,25316,CHACARA SANTO AMARO, 
9668,25317,CHACARA SANTO ANTONIO (ZONA SUL), 
9668,25318,CHACARA SANTO HUBERTUS, 
9668,25319,CHACARA SAO JOAO, 
9668,25320,CHACARA SAO LUIS, 
9668,25321,CHACARA SAO SILVESTRE, 
9668,25322,CHACARA SEIS DE OUTUBRO, 
9668,25323,CHACARA SONHO AZUL, 
9668,25324,CHACARA TATUAPE, 
9668,25325,CHACARA TRES MENINAS, 
9668,25326,CHACARA VISTA ALEGRE, 
9668,25327,CHACARA VOVO, 
9668,25328,CHAPADA, 
9668,25329,CHORA MENINO, 
9668,25330,CIDADE ADEMAR, 
9668,25331,CIDADE ANTONIO ESTEVAO DE CARVALHO, 
9668,25332,CIDADE AUXILIADORA, 
9668,25333,CIDADE CENTENARIO, 
9668,25334,CIDADE CONTINENTAL, 
9668,25335,CIDADE D ABRIL, 
9668,25336,CIDADE DOMITILA, 
9668,25337,CIDADE DOS BANDEIRANTES, 
9668,25338,CIDADE DUTRA, 
9668,25339,CIDADE FIM DE SEMANA, 
9668,25340,CIDADE IPAVA, 
9668,25341,CIDADE JARDIM, 
9668,25342,CIDADE JULIA, 
9668,25343,CIDADE KEMEL, 
9668,25344,CIDADE LEONOR, 
9668,25345,CIDADE LIDER, 
9668,25346,CIDADE MAE DO CEU, 
9668,25347,CIDADE MONCOES, 
9668,25348,CIDADE MUNHOZ JUNIOR, 
9668,25349,CIDADE NAUTICA, 
9668,25350,CIDADE NITRO OPERARIA, 
9668,25351,CIDADE NITRO QUIMICA, 
9668,25352,CIDADE NOVA HELIOPOLIS, 
9668,25353,CIDADE NOVA SAO MIGUEL, 
9668,25354,CIDADE PATRIARCA, 
9668,25355,CIDADE POPULAR, 
9668,25356,CIDADE SAO FRANCISCO, 
9668,25357,CIDADE SAO MATEUS, 
9668,25358,CIDADE SAO MIGUEL, 
9668,25359,CIDADE SATELITE, 
9668,25360,CIDADE SATELITE SANTA BARBARA, 
9668,25361,CIDADE TIRADENTES, 
9668,25362,CIDADE VARGAS, 
9668,25363,CIPO DO MEIO, 
9668,25364,CITY AMERICA, 
9668,25365,CLUBE CAMPESTRE DE SAO PAULO, 
9668,25367,CLUBE DOS FUNCIONARIOS PUBLICOS COLONIA, 
9668,25368,COLONIA (ZONA SUL), 
9668,25369,CONJUNTO DOS BANCARIOS, 
9668,25370,CONJUNTO HABITACIONAL A E CARVALHO, 
9668,25371,CONJUNTO HABITACIONAL AGUIA DE HAIA, 
9668,25372,CONJUNTO HABITACIONAL BARREIRA GRANDE, 
9668,25373,CONJUNTO HABITACIONAL BARRO BRANCO I, 
9668,25374,CONJUNTO HABITACIONAL BARRO BRANCO II, 
9668,25375,CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO GOMES, 
9668,25376,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA, 
9668,25377,CONJUNTO HABITACIONAL CASTRO ALVES, 
9668,25378,CONJUNTO HABITACIONAL FAZENDA DO CARMO, 
9668,25379,CONJUNTO HABITACIONAL INACIO MONTEIRO, 
9668,25380,CONJUNTO HABITACIONAL INSTITUTO ADVENTISTA, 
9668,25382,CONJUNTO HABITACIONAL JARDIM SAO BENTO, 
9668,25383,CONJUNTO HABITACIONAL JARDIM SAO FRANCISCO, 
9668,25384,CONJUNTO HABITACIONAL JOVA RURAL, 
9668,25385,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK, 
9668,25386,CONJUNTO HABITACIONAL MARECHAL MASCARENHAS DE MORAIS, 
9668,25387,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA, 
9668,25388,CONJUNTO HABITACIONAL PADRE MANOEL DA NOBREGA, 
9668,25389,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA, 
9668,25390,CONJUNTO HABITACIONAL PIRAJUSSARA, 
9668,25391,CONJUNTO HABITACIONAL RECANTO DOS HUMILDES, 
9668,25392,CONJUNTO HABITACIONAL SANTA ETELVINA I, 
9668,25393,CONJUNTO HABITACIONAL SANTA ETELVINA II, 
9668,25394,CONJUNTO HABITACIONAL SANTA ETELVINA III, 
9668,25395,CONJUNTO HABITACIONAL SITIO CARAGUATA, 
9668,25396,CONJUNTO HABITACIONAL SITIO CONCEICAO, 
9668,25397,CONJUNTO HABITACIONAL TEOTONIO VILELA, 
9668,25398,CONJUNTO HABITACIONAL VILA NOVA CACHOEIRINHA, 
9668,25399,CONJUNTO PROMORAR ESTRADA DA PARADA, 
9668,25400,CONJUNTO PROMORAR RAPOSO TAVARES, 
9668,25401,CONJUNTO PROMORAR RIO CLARO, 
9668,25402,CONJUNTO PROMORAR SAO LUIS, 
9668,25403,CONJUNTO PROMORAR SAPOPEMBA, 
9668,25404,CONJUNTO PROMORAR VILA MARIA III, 
9668,25405,CONJUNTO RESIDENCIAL ALPES DO JARAGUA, 
9668,25406,CONJUNTO RESIDENCIAL BANDEIRANTES, 
9668,25407,CONJUNTO RESIDENCIAL BUTANTA, 
9668,25408,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE, 
9668,25409,CONJUNTO RESIDENCIAL INGAI, 
9668,25410,CONJUNTO RESIDENCIAL JARDIM CANAA, 
9668,25411,CONJUNTO RESIDENCIAL JOSE BONIFACIO, 
9668,25412,CONJUNTO RESIDENCIAL MORUMBI, 
9668,25413,CONJUNTO RESIDENCIAL NOVO PACAEMBU, 
9668,25414,CONJUNTO RESIDENCIAL PARAISO, 
9668,25415,CONJUNTO RESIDENCIAL PINHEIRINHO, 
9668,25416,CONJUNTO RESIDENCIAL PRESTES MAIA, 
9668,25417,CONJUNTO RESIDENCIAL SALVADOR TOLEZANI, 
9668,25418,CONJUNTO RESIDENCIAL SANTA MARIA, 
9668,25419,CONJUNTO RESIDENCIAL SANTA TEREZINHA, 
9668,25420,CONJUNTO RESIDENCIAL SITIO ORATORIO, 
9668,25421,CONJUNTO RESIDENCIAL VISTA VERDE, 
9668,25422,CONSOLACAO, 
9668,25423,COPACABANA, 
9668,25424,CUPECE, 
9668,25425,CURSINO, 
9668,25426,EDUCANDARIO, 
9668,25427,ELDORADO, 
9668,25428,EMBU MIRIM, 
9668,25429,EMBURA, 
9668,25430,ENGENHEIRO GOULART, 
9668,25431,ENGENHEIRO MARSILAC, 
9668,25432,ENGENHEIRO TRINDADE, 
9668,25433,ERMELINO MATARAZZO, 
9668,25434,ESTANCIA JARAGUA, 
9668,25435,ESTANCIA MIRIM, 
9668,25436,ESTANCIA TANGARA, 
9668,25437,FAVELA VILA NOVA JAGUARE, 
9668,25438,FAZENDA ARICANDUVA, 
9668,25439,FAZENDA ITAIM, 
9668,25440,FAZENDA DA JUTA, 
9668,25441,FAZENDA MORUMBI, 
9668,25442,FERREIRA, 
9668,25443,FREGUESIA DO O, 
9668,25444,FURNAS, 
9668,25445,GLEBA DO PESSEGO, 
9668,25446,GRAJAU, 
9668,25447,GRANJA JULIETA, 
9668,25448,GRANJA NOSSA SENHORA APARECIDA, 
9668,25449,GUACURI, 
9668,25450,GUAIANAZES, 
9668,25451,GUAIAUNA, 
9668,25452,GUAPIRA, 
9668,25453,GUARAPIRANGA, 
9668,25454,GUAVIRUTUBA, 
9668,25455,HIGIENOPOLIS, 
9668,25456,HORTO, 
9668,25457,HORTO FLORESTAL, 
9668,25458,IBIRAPUERA, 
9668,25459,IGUATEMI, 
9668,25460,IMIRIM, 
9668,25461,INDIANOPOLIS, 
9668,25462,INSTITUTO DE PREVIDENCIA, 
9668,25463,INTERLAGOS, 
9668,25464,IPIRANGA, 
9668,25465,ITABERABA, 
9668,25466,ITAIM, 
9668,25467,ITAIM BIBI, 
9668,25468,ITAIM PAULISTA, 
9668,25469,ITAQUERA, 
9668,25470,ITUPU, 
9668,25471,JABAQUARA, 
9668,25472,JACANA, 
9668,25473,JAGUARE, 
9668,25474,JARAGUA, 
9668,25475,JARDIM ADELAIDE, 
9668,25476,JARDIM ADELFIORE, 
9668,25477,JARDIM ADELIA, 
9668,25478,JARDIM ADHEMAR DE BARROS, 
9668,25479,JARDIM ADUTORA, 
9668,25480,JARDIM AEROPORTO, 
9668,25481,JARDIM AIDA, 
9668,25482,JARDIM AIMORE, 
9668,25483,JARDIM ALADIM, 
9668,25484,JARDIM ALBANO, 
9668,25485,JARDIM ALFREDO, 
9668,25486,JARDIM ALMANARA, 
9668,25487,JARDIM ALMEIDA PRADO, 
9668,25488,JARDIM ALPINO, 
9668,25489,JARDIM ALTEZA, 
9668,25490,JARDIM ALTO ALEGRE, 
9668,25491,JARDIM ALTO DO RIO BONITO, 
9668,25492,JARDIM ALTO PEDROSO, 
9668,25493,JARDIM ALVA, 
9668,25494,JARDIM ALVARENGA, 
9668,25495,JARDIM ALVINA, 
9668,25496,JARDIM ALVIVERDE, 
9668,25497,JARDIM ALVORADA (ZONA SUL), 
9668,25498,JARDIM ALZIRA, 
9668,25499,JARDIM AMALIA, 
9668,25500,JARDIM AMARALINA, 
9668,25501,JARDIM AMERICA, 
9668,25502,JARDIM AMERICA DA PENHA, 
9668,25503,JARDIM AMPLIACAO, 
9668,25504,JARDIM ANA LUCIA, 
9668,25505,JARDIM ANA MARIA, 
9668,25506,JARDIM ANA ROSA, 
9668,25507,JARDIM ANALIA FRANCO, 
9668,25508,JARDIM ANCHIETA, 
9668,25509,JARDIM ANDARAI, 
9668,25510,JARDIM ANGELA (ZONA SUL), 
9668,25511,JARDIM ANGELA (ZONA LESTE), 
9668,25512,JARDIM ANHANGUERA, 
9668,25513,JARDIM ANTARTICA, 
9668,25514,JARDIM APARECIDA, 
9668,25515,JARDIM APURA, 
9668,25516,JARDIM ARACATI, 
9668,25517,JARDIM ARCO-IRIS, 
9668,25518,JARDIM ARICANDUVA, 
9668,25519,JARDIM ARIZE, 
9668,25520,JARDIM ARIZONA, 
9668,25521,JARDIM ARPOADOR, 
9668,25522,JARDIM ARTUR ALVIM, 
9668,25523,JARDIM ASSUNCAO, 
9668,25524,JARDIM ATALIBA LEONEL, 
9668,25525,JARDIM ATIBAIA, 
9668,25526,JARDIM ATLANTICO, 
9668,25527,JARDIM AUGUSTA, 
9668,25528,JARDIM AUGUSTO, 
9668,25529,JARDIM AURELIA, 
9668,25530,JARDIM AURELIO, 
9668,25531,JARDIM AURORA (ZONA LESTE), 
9668,25532,JARDIM AVELINO, 
9668,25533,JARDIM AVENIDA, 
9668,25534,JARDIM BANDEIRANTE, 
9668,25535,JARDIM BANDEIRANTES, 
9668,25536,JARDIM BARROS, 
9668,25537,JARDIM BARTIRA, 
9668,25538,JARDIM BATALHA, 
9668,25539,JARDIM BEATRIZ, 
9668,25540,JARDIM BELA VISTA(ZONA NORTE), 
9668,25541,JARDIM BELAURA, 
9668,25542,JARDIM BELCITO, 
9668,25543,JARDIM BELEM, 
9668,25544,JARDIM BELGICA, 
9668,25545,JARDIM BENFICA, 
9668,25546,JARDIM BIBI, 
9668,25547,JARDIM BICHINHOS, 
9668,25548,JARDIM BOA ESPERANCA, 
9668,25549,JARDIM BOA SORTE, 
9668,25550,JARDIM BOA VISTA(ZONA OESTE), 
9668,25551,JARDIM BOM CLIMA, 
9668,25552,JARDIM BOM PASTOR, 
9668,25553,JARDIM BOM REFUGIO, 
9668,25554,JARDIM BONFIGLIOLI, 
9668,25555,JARDIM BONITO, 
9668,25556,JARDIM BORBA GATO, 
9668,25557,JARDIM BOSQUE DO SOL, 
9668,25558,JARDIM BOTUCATU, 
9668,25559,JARDIM BRASIL, 
9668,25560,JARDIM BRASILIA, 
9668,25561,JARDIM BRITANIA, 
9668,25562,JARDIM BRONZATO, 
9668,25563,JARDIM BURITI, 
9668,25564,JARDIM CABORE, 
9668,25565,JARDIM CABUCU, 
9668,25566,JARDIM CACHOEIRA, 
9668,25567,JARDIM CAGUASSU, 
9668,25568,JARDIM CAMARA, 
9668,25569,JARDIM CAMARGO NOVO, 
9668,25570,JARDIM CAMBARA, 
9668,25571,JARDIM CAMPINAS, 
9668,25572,JARDIM CAMPO DOS FERREIROS, 
9668,25573,JARDIM CAMPO GRANDE, 
9668,25574,JARDIM CAMPO LIMPO, 
9668,25575,JARDIM CAMPOS, 
9668,25576,JARDIM CAPAO REDONDO, 
9668,25577,JARDIM CAPELA, 
9668,25578,JARDIM CAPELINHA, 
9668,25579,JARDIM CARAVELAS, 
9668,25580,JARDIM CARLU, 
9668,25581,JARDIM CAROLINA, 
9668,25582,JARDIM CAROMBE, 
9668,25583,JARDIM CASA GRANDE, 
9668,25584,JARDIM CASA PINTADA, 
9668,25585,JARDIM CASABLANCA, 
9668,25586,JARDIM CASTELO, 
9668,25587,JARDIM CATANDUVA, 
9668,25588,JARDIM CATARINA, 
9668,25589,JARDIM CECY, 
9668,25591,JARDIM CEDRO DO LIBANO, 
9668,25592,JARDIM CELESTE, 
9668,25593,JARDIM CELIA, 
9668,25594,JARDIM CENTENARIO, 
9668,25595,JARDIM CENTRAL, 
9668,25596,JARDIM CERCADO DA ESTRADA, 
9668,25597,JARDIM CHESTER, 
9668,25598,JARDIM CIBELE, 
9668,25599,JARDIM CIDADE PIRITUBA, 
9668,25600,JARDIM CIDALIA, 
9668,25601,JARDIM CIMOBIL, 
9668,25602,JARDIM CINCO DE JULHO, 
9668,25603,JARDIM CLARA REGINA, 
9668,25604,JARDIM CLARICE, 
9668,25605,JARDIM CLAUDIA, 
9668,25606,JARDIM CLEIDE, 
9668,25607,JARDIM CLELIA, 
9668,25608,JARDIM CLIMAX, 
9668,25609,JARDIM CLIPER, 
9668,25610,JARDIM COIMBRA, 
9668,25612,JARDIM COLINA, 
9668,25613,JARDIM COLOMBO, 
9668,25614,JARDIM COLONIAL, 
9668,25615,JARDIM COLORADO, 
9668,25616,JARDIM COMERCIAL, 
9668,25617,JARDIM CONCORDIA, 
9668,25618,JARDIM CONSORCIO, 
9668,25619,JARDIM CONSUPLER, 
9668,25620,JARDIM COPACABANA, 
9668,25621,JARDIM CORDEIRO, 
9668,25622,JARDIM COTCHING, 
9668,25623,JARDIM COTIANA, 
9668,25624,JARDIM COTINHA, 
9668,25625,JARDIM CRISTAL, 
9668,25626,JARDIM CRISTALIA, 
9668,25627,JARDIM CRISTINA, 
9668,25628,JARDIM CRUZEIRO, 
9668,25629,JARDIM CUPECE, 
9668,25630,JARDIM D ABRIL, 
9668,25631,JARDIM DA CAMPINA, 
9668,25632,JARDIM DA CONQUISTA, 
9668,25633,JARDIM DA GLORIA, 
9668,25634,JARDIM DA LARANJEIRA, 
9668,25635,JARDIM DA SAUDE, 
9668,25636,JARDIM DALMO, 
9668,25637,JARDIM DAMASCENO, 
9668,25638,JARDIM DANFER, 
9668,25639,JARDIM DAS ACACIAS, 
9668,25640,JARDIM DAS BANDEIRAS, 
9668,25641,JARDIM DAS CAMELIAS, 
9668,25642,JARDIM DAS ESMERALDAS, 
9668,25643,JARDIM DAS FLORES, 
9668,25644,JARDIM DAS GRACAS, 
9668,25645,JARDIM DAS IMBUIAS, 
9668,25646,JARDIM DAS LARANJEIRAS, 
9668,25647,JARDIM DAS OLIVEIRAS, 
9668,25648,JARDIM DAS PALMAS, 
9668,25649,JARDIM DAS PALMEIRAS (ZONA OESTE), 
9668,25650,JARDIM DAS PEDRAS, 
9668,25651,JARDIM DAS PRAIAS, 
9668,25652,JARDIM DAS ROSAS(ZONA OESTE), 
9668,25653,JARDIM DAS VERTENTES, 
9668,25654,JARDIM DAYSY, 
9668,25655,JARDIM DE LORENZO, 
9668,25656,JARDIM DENYSE, 
9668,25657,JARDIM DEOLINDA, 
9668,25658,JARDIM DINORAH, 
9668,25659,JARDIM DIOMAR, 
9668,25660,JARDIM DIONISIO, 
9668,25661,JARDIM DO ALTO, 
9668,25662,JARDIM DO CAMPO, 
9668,25663,JARDIM DO CARMO, 
9668,25664,JARDIM DO CENTRO, 
9668,25665,JARDIM DO COLEGIO, 
9668,25666,JARDIM DO DIVINO, 
9668,25667,JARDIM DO LAGO, 
9668,25668,JARDIM DO RUSSO, 
9668,25669,JARDIM DO SOL, 
9668,25670,JARDIM DO TIRO, 
9668,25671,JARDIM DOM BOSCO, 
9668,25672,JARDIM DOM FERNANDO, 
9668,25673,JARDIM DOM JOSE, 
9668,25674,JARDIM DOMITILA, 
9668,25675,JARDIM DONA DEOLINDA, 
9668,25676,JARDIM DONA SINHA, 
9668,25677,JARDIM DONARIA, 
9668,25678,JARDIM DOS ALAMOS, 
9668,25679,JARDIM DOS BICHINHOS, 
9668,25680,JARDIM DOS CATALDIS, 
9668,25681,JARDIM DOS ESTADOS, 
9668,25682,JARDIM DOS EUCALIPTOS, 
9668,25683,JARDIM DOS FRANCOS, 
9668,25684,JARDIM DOS IPES, 
9668,25685,JARDIM DOS JACARANDAS, 
9668,25686,JARDIM DOS LAGOS, 
9668,25687,JARDIM DOS MANACAS, 
9668,25688,JARDIM DOS PINHEIROS, 
9668,25689,JARDIM DOS PRADOS, 
9668,25690,JARDIM DRACENA, 
9668,25691,JARDIM DRUMOND, 
9668,25692,JARDIM DUPRAT, 
9668,25693,JARDIM EDDA, 
9668,25694,JARDIM EDI, 
9668,25695,JARDIM EDILENE, 
9668,25696,JARDIM EDITH, 
9668,25697,JARDIM EDWIGES, 
9668,25698,JARDIM EGLE, 
9668,25699,JARDIM ELBA, 
9668,25700,JARDIM ELEDY, 
9668,25701,JARDIM ELIANA, 
9668,25702,JARDIM ELIANE, 
9668,25703,JARDIM ELISA MARIA, 
9668,25704,JARDIM ELISIO, 
9668,25705,JARDIM ELIZA, 
9668,25706,JARDIM ELIZABETH, 
9668,25707,JARDIM ELLUS, 
9668,25708,JARDIM ELZA, 
9668,25709,JARDIM EMILIA, 
9668,25710,JARDIM ENGENHEIRO VISCONTI, 
9668,25711,JARDIM ERNESTINA, 
9668,25712,JARDIM ESMERALDA, 
9668,25713,JARDIM ESPERANCA, 
9668,25714,JARDIM ESTER, 
9668,25715,JARDIM ESTER YOLANDA, 
9668,25716,JARDIM ESTRELA, 
9668,25717,JARDIM ETELVINA, 
9668,25718,JARDIM EUROPA, 
9668,25719,JARDIM EVA, 
9668,25720,JARDIM EVEREST, 
9668,25721,JARDIM FARIA LIMA, 
9668,25722,JARDIM FELICIDADE (ZONA OESTE), 
9668,25723,JARDIM FERNANDES, 
9668,25724,JARDIM FIGUEIRA GRANDE, 
9668,25725,JARDIM FIM DE SEMANA, 
9668,25726,JARDIM FLAMINGO, 
9668,25727,JARDIM FLORESTA, 
9668,25728,JARDIM FLORIDA PAULISTA, 
9668,25729,JARDIM FLUMINENSE, 
9668,25730,JARDIM FONTE DO MORUMBI, 
9668,25731,JARDIM FONTE SAO MIGUEL, 
9668,25732,JARDIM FRANCA, 
9668,25733,JARDIM FRANCISCO MENTEM, 
9668,25734,JARDIM FRANGANIELO, 
9668,25735,JARDIM FRATERNIDADE, 
9668,25736,JARDIM FUJIHARA, 
9668,25737,JARDIM GALLI, 
9668,25738,JARDIM GERMANIA, 
9668,25739,JARDIM GIANETTI, 
9668,25740,JARDIM GILBERTO, 
9668,25741,JARDIM GILDA MARIA, 
9668,25742,JARDIM GLORIA, 
9668,25743,JARDIM GONZAGA, 
9668,25744,JARDIM GRIMALDI, 
9668,25745,JARDIM GUACURI, 
9668,25746,JARDIM GUAIANAZES, 
9668,25747,JARDIM GUAIRACA, 
9668,25748,JARDIM GUANABARA, 
9668,25749,JARDIM GUANCA, 
9668,25750,JARDIM GUANHEMBU, 
9668,25751,JARDIM GUAPIRA, 
9668,25752,JARDIM GUARANI, 
9668,25753,JARDIM GUARAPIRANGA, 
9668,25754,JARDIM GUARAU, 
9668,25755,JARDIM GUARUJA, 
9668,25756,JARDIM GUEDALA, 
9668,25757,JARDIM GUIOMAR, 
9668,25758,JARDIM GUSTAVO, 
9668,25759,JARDIM HADAD, 
9668,25760,JARDIM HAIA DO CARRAO, 
9668,25761,JARDIM HARMONIA, 
9668,25762,JARDIM HELENA, 
9668,25763,JARDIM HELGA, 
9668,25764,JARDIM HELIAN, 
9668,25765,JARDIM HELIOMAR, 
9668,25766,JARDIM HELOISA, 
9668,25767,JARDIM HERCILIA, 
9668,25768,JARDIM HERCULANO, 
9668,25769,JARDIM HERPLIN, 
9668,25770,JARDIM HIPICO, 
9668,25771,JARDIM HORIZONTE AZUL, 
9668,25772,JARDIM HORTO FLORESTAL, 
9668,25773,JARDIM HUMAITA, 
9668,25774,JARDIM HUMBERTO NASTARI, 
9668,25775,JARDIM IAE, 
9668,25776,JARDIM IARA, 
9668,25777,JARDIM IBIRAPUERA, 
9668,25778,JARDIM IBIRATIBA, 
9668,25779,JARDIM IBITIRAMA, 
9668,25780,JARDIM ICARA, 
9668,25781,JARDIM ICARAI, 
9668,25782,JARDIM IDA GUEDES, 
9668,25783,JARDIM IDEAL, 
9668,25784,JARDIM IGUATEMI, 
9668,25785,JARDIM IMBE, 
9668,25786,JARDIM IMPERADOR (ZONA LESTE), 
9668,25787,JARDIM IMPERIAL, 
9668,25788,JARDIM IMPERIO, 
9668,25789,JARDIM INDAIA, 
9668,25790,JARDIM INDEPENDENCIA, 
9668,25791,JARDIM INGA, 
9668,25792,JARDIM INTERNACIONAL, 
9668,25793,JARDIM IPANEMA(ZONA LESTE), 
9668,25794,JARDIM IPE, 
9668,25795,JARDIM IPORA, 
9668,25796,JARDIM IPORANGA, 
9668,25797,JARDIM IRACEMA, 
9668,25798,JARDIM IRAPIRANGA, 
9668,25799,JARDIM IRENE, 
9668,25800,JARDIM IRIS, 
9668,25801,JARDIM ITACOLOMI, 
9668,25803,JARDIM ITAJAI, 
9668,25804,JARDIM ITALIA, 
9668,25805,JARDIM ITAMARATY, 
9668,25806,JARDIM ITAOCA, 
9668,25807,JARDIM ITAPEMIRIM, 
9668,25808,JARDIM ITAPEVA, 
9668,25809,JARDIM ITAPOLIS, 
9668,25810,JARDIM ITAPURA, 
9668,25811,JARDIM ITATIAIA, 
9668,25812,JARDIM ITATINGA, 
9668,25813,JARDIM IVA, 
9668,25814,JARDIM IVANA, 
9668,25815,JARDIM IVETE, 
9668,25816,JARDIM IVONE, 
9668,25817,JARDIM JABAQUARA, 
9668,25818,JARDIM JACANA, 
9668,25819,JARDIM JAMAICA, 
9668,25820,JARDIM JAPAO, 
9668,25821,JARDIM JAQUELINE, 
9668,25822,JARDIM JARAGUA, 
9668,25823,JARDIM JAU(ZONA LESTE), 
9668,25824,JARDIM JERIVA, 
9668,25825,JARDIM JOAMAR, 
9668,25826,JARDIM JOANA D ARC, 
9668,25827,JARDIM JOAO XXIII, 
9668,25829,JARDIM JORDAO, 
9668,25830,JARDIM JUA, 
9668,25831,JARDIM JULIETA, 
9668,25832,JARDIM JUREMA, 
9668,25833,JARDIM JUSSARA, 
9668,25834,JARDIM KAGOHARA, 
9668,25835,JARDIM KAJ, 
9668,25836,JARDIM KERALUX, 
9668,25837,JARDIM KIKA, 
9668,25838,JARDIM KIOTO, 
9668,25839,JARDIM LAGEADO, 
9668,25840,JARDIM LALLO, 
9668,25841,JARDIM LAONE, 
9668,25842,JARDIM LAPENA, 
9668,25843,JARDIM LAR SAO PAULO, 
9668,25844,JARDIM LARANJAL, 
9668,25845,JARDIM LARANJEIRAS, 
9668,25846,JARDIM LAURA, 
9668,25847,JARDIM LEILA, 
9668,25848,JARDIM LEME, 
9668,25849,JARDIM LENI, 
9668,25850,JARDIM LEONARDO, 
9668,25851,JARDIM LEONIDAS MOREIRA, 
9668,25852,JARDIM LEONOR, 
9668,25853,JARDIM LEONOR MENDES DE BARROS, 
9668,25854,JARDIM LETICIA, 
9668,25855,JARDIM LIBANO, 
9668,25856,JARDIM LICE, 
9668,25857,JARDIM LIDER, 
9668,25858,JARDIM LIDERANCA, 
9668,25859,JARDIM LIDIA, 
9668,25860,JARDIM LILAH, 
9668,25861,JARDIM LISBOA, 
9668,25862,JARDIM LONDRINA, 
9668,25863,JARDIM LOS ANGELES, 
9668,25864,JARDIM LOURDES, 
9668,25865,JARDIM LUANDA, 
9668,25866,JARDIM LUCELIA, 
9668,25867,JARDIM LUCIA, 
9668,25868,JARDIM LUCIANA, 
9668,25869,JARDIM LUCINDA, 
9668,25870,JARDIM LUCIO DE CASTRO, 
9668,25871,JARDIM LUGO, 
9668,25872,JARDIM LUISA, 
9668,25873,JARDIM LUSO, 
9668,25874,JARDIM LUZITANIA, 
9668,25875,JARDIM MABEL, 
9668,25876,JARDIM MACEDONIA, 
9668,25877,JARDIM MACHADO, 
9668,25878,JARDIM MAGGI, 
9668,25879,JARDIM MAIA, 
9668,25880,JARDIM MALIA I, 
9668,25881,JARDIM MALIA II, 
9668,25882,JARDIM MANGALOT, 
9668,25883,JARDIM MARABA, 
9668,25884,JARDIM MARACA, 
9668,25885,JARDIM MARACANA, 
9668,25886,JARDIM MARAJOARA, 
9668,25887,JARDIM MARCEL, 
9668,25888,JARDIM MARCELO, 
9668,25889,JARDIM MARCIANO, 
9668,25890,JARDIM MARCO PAULO, 
9668,25891,JARDIM MARGARIDA, 
9668,25892,JARDIM MARIA AMALIA, 
9668,25893,JARDIM MARIA DUARTE, 
9668,25894,JARDIM MARIA EMILIA, 
9668,25895,JARDIM MARIA ESTELA, 
9668,25896,JARDIM MARIA FERNANDES, 
9668,25897,JARDIM MARIA LUCIA, 
9668,25898,JARDIM MARIA LUIZA, 
9668,25899,JARDIM MARIA MARGARIDA, 
9668,25900,JARDIM MARIA NAZARE, 
