idprojeto,identidadeprop,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,tipo_vinculo
2028,11793,2022-02-21 15:04:19,renato.rossi,2022-02-21 15:04:19,renato.rossi,1
2028,11793,2022-02-21 15:04:19,renato.rossi,2022-02-21 15:04:19,renato.rossi,4
2028,11740,2022-02-21 15:04:19,renato.rossi,2022-02-21 15:04:19,renato.rossi,2
2028,11793,2022-02-21 15:04:19,renato.rossi,2022-02-21 15:04:19,renato.rossi,2
1025,11786,2022-02-21 16:01:02,renato.rossi,2022-02-21 16:01:02,renato.rossi,1
192,11793,2022-02-21 16:05:09,renato.rossi,2022-02-21 16:05:09,renato.rossi,1
191,11793,2022-02-21 16:07:39,renato.rossi,2022-02-21 16:07:39,renato.rossi,1
180,11612,2022-02-22 09:07:13,renato.rossi,2022-02-22 09:07:13,renato.rossi,1
2042,11786,2023-02-02 17:56:08,amauger,2023-02-02 17:56:08,amauger,1
2042,11786,2023-02-02 17:56:08,amauger,2023-02-02 17:56:08,amauger,4
2042,11786,2023-02-02 17:56:08,amauger,2023-02-02 17:56:08,amauger,2
2042,11793,2023-02-02 17:56:08,amauger,2023-02-02 17:56:08,amauger,2
1034,3021,2022-03-18 13:45:07,Mluiza,2022-03-18 13:45:07,Mluiza,1
1224,3021,2022-03-18 14:02:00,Mluiza,2022-03-18 14:02:00,Mluiza,1
2006,11740,2021-12-17 02:30:24,nmabeck,2021-12-17 02:30:24,nmabeck,2
2013,11795,2021-12-09 14:25:23,nmabeck,2021-12-09 14:25:23,nmabeck,2
2005,10943,2021-12-17 02:11:47,nmabeck,2021-12-17 02:11:47,nmabeck,2
2015,11793,2021-10-19 16:32:10,luiz.santos,2021-10-19 16:32:10,luiz.santos,2
2014,11793,2021-10-22 10:32:33,luiz.santos,2021-10-22 10:32:33,luiz.santos,2
2013,11793,2021-12-09 14:25:23,nmabeck,2021-12-09 14:25:23,nmabeck,2
2005,11793,2021-12-17 02:11:47,nmabeck,2021-12-17 02:11:47,nmabeck,2
2015,11786,2021-10-19 16:32:10,luiz.santos,2021-10-19 16:32:10,luiz.santos,2
2014,11786,2021-10-22 10:32:33,luiz.santos,2021-10-22 10:32:33,luiz.santos,2
2021,2129,2021-12-17 01:05:38,nmabeck,2022-02-18 23:55:55,nmabeck,3
2006,11740,2021-12-17 02:30:24,nmabeck,2022-02-18 23:55:55,nmabeck,3
1170,11352,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1096,2027,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1184,2363,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1237,11612,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1070,11316,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1153,2245,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1219,11058,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1091,1790,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2020,3119,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1206,11712,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1235,11612,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1136,2221,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1176,11377,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1161,2486,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1180,2213,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1002,11165,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1067,3404,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1080,2388,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1133,2957,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1175,2787,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1194,2465,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1183,11386,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1104,2054,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1098,2027,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2003,11742,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1179,11377,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1075,2208,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1182,3412,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1158,2369,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1120,2228,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1017,2897,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1110,3528,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1137,2535,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1053,3071,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1052,3071,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1118,11316,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1218,11058,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1228,3523,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1119,3123,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1223,3021,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1079,3043,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1059,2198,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2005,10943,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1193,2391,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1061,2198,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1062,2198,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1101,1806,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1129,2899,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2026,2957,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1087,3524,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1172,11352,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2018,2067,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2010,11101,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2008,2260,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1241,11612,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1092,1790,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1125,1790,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1173,11352,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2021,2067,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1065,2054,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1113,3528,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1138,2535,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2017,2084,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1089,1790,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1181,3412,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2015,11786,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2014,11786,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1188,2379,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1102,1806,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1086,3524,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1042,3208,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1171,11352,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1082,2388,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1240,11612,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2019,2067,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1155,2249,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2006,11793,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1081,2388,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2011,2978,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2022,2067,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1066,2081,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2023,3001,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1112,3528,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2016,2084,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2013,11795,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1150,3001,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1037,11101,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2024,3001,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2009,2761,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2025,11712,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2007,2957,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1036,11101,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1200,2685,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1115,1891,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1141,2535,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1149,3001,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1028,2989,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1024,2825,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1160,2394,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1192,2416,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1151,3001,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1142,2535,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1178,11377,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1139,2535,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1007,2039,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1093,1790,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
2012,2379,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1162,2486,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1044,3071,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1166,3359,2022-02-18 23:59:07,sistema,2022-02-18 23:59:07,sistema,4
1152,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1170,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1096,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1184,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1314,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
139,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
5,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1008,3343,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1506,2203,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1099,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1237,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1070,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1153,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1109,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1111,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1219,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1114,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1186,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1126,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1127,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1463,2249,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1091,1790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2020,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1206,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1190,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1235,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1136,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1318,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1176,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1196,3534,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1227,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1363,3021,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1364,3223,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1365,3223,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1130,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1229,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1230,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1161,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1231,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1177,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1180,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1185,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1317,10914,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1189,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1199,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1201,2685,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1202,2685,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1203,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1204,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1205,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1207,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1208,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1209,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1210,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1211,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1212,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1214,3431,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1215,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1221,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2041,11786,2023-02-02 17:56:34,amauger,2023-02-02 17:56:34,amauger,1
2041,11786,2023-02-02 17:56:34,amauger,2023-02-02 17:56:34,amauger,4
1232,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1337,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1338,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1339,3534,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1340,2886,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1122,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1123,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2041,11786,2023-02-02 17:56:34,amauger,2023-02-02 17:56:34,amauger,2
2041,11793,2023-02-02 17:56:34,amauger,2023-02-02 17:56:34,amauger,2
1124,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1002,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1233,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1234,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1236,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1238,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1239,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1302,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1303,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1304,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1305,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1156,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1306,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1307,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1308,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1309,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1067,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1359,3015,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1360,3021,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1361,3021,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1322,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1323,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1080,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1326,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1327,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1328,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1329,3524,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1330,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1331,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1332,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1333,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1334,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1159,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1375,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1376,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1377,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1378,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1379,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1380,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1373,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1405,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1374,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1381,3523,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1382,3523,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1383,3523,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1384,3523,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1385,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1386,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1387,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1388,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1389,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1390,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1391,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1392,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1133,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1394,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1395,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1396,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1397,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1398,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1399,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1400,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1401,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1402,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1403,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1404,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1406,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1407,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1408,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1410,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1411,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1412,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1414,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1415,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1416,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1417,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1418,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1419,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1420,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1421,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1422,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1423,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1424,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1425,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1465,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1426,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1427,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1428,1970,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1429,3023,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1430,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1431,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1432,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1433,2792,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1434,2584,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1435,2584,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1436,3343,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1437,3343,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1438,3343,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1449,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1450,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1451,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1452,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1453,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1454,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1455,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1456,3001,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1460,2249,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1461,2249,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1466,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1467,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1468,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1469,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1470,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1471,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1472,3494,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1473,2791,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1474,2686,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1475,2686,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1476,11731,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1477,11731,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1478,11731,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1480,2573,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1481,2573,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1482,2573,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
