idprojeto,nuacao,data,tipo_data,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
189,1,2017-07-31,di,2020-04-16 08:14:02,renato.rossi,2020-04-16 08:14:02,renato.rossi
189,1,2017-08-29,df,2020-04-16 08:14:02,renato.rossi,2020-04-16 08:14:02,renato.rossi
189,9,2018-06-29,np,2021-02-18 15:52:26,renato.rossi,2021-02-18 15:52:26,renato.rossi
189,9,2020-12-31,fp,2021-02-18 15:52:26,renato.rossi,2021-02-18 15:52:26,renato.rossi
189,10,2021-02-18,di,2021-02-18 15:57:07,renato.rossi,2021-02-18 15:57:07,renato.rossi
1001,11,2020-01-01,di,2020-04-16 15:16:33,patriciarego,2020-04-16 15:16:33,patriciarego
1036,10,2021-04-01,di,2021-05-04 14:53:41,amauger,2021-05-04 14:53:41,amauger
1036,11,2021-04-01,di,2021-05-04 14:54:22,amauger,2021-05-04 14:54:22,amauger
1036,12,2021-05-01,di,2021-05-04 14:55:11,amauger,2021-05-04 14:55:11,amauger
1037,10,2021-04-01,di,2021-05-04 14:47:54,amauger,2021-05-04 14:47:54,amauger
1037,11,2021-04-01,di,2021-05-04 14:48:37,amauger,2021-05-04 14:48:37,amauger
1037,12,2021-04-01,di,2021-05-04 14:49:36,amauger,2021-05-04 14:49:36,amauger
1082,10,2019-11-20,di,2020-04-16 16:08:49,patriciarego,2020-04-16 16:08:49,patriciarego
1082,10,2020-04-23,di,2020-04-16 15:48:05,renato.rossi,2020-04-16 15:48:05,renato.rossi
1082,10,2020-05-20,df,2020-04-16 16:08:49,patriciarego,2020-04-16 16:08:49,patriciarego
1092,2,2020-10-30,df,2020-04-01 15:54:44,goliveira,2020-04-01 15:54:44,goliveira
1092,3,2020-10-30,df,2020-04-01 15:56:14,goliveira,2020-04-01 15:56:14,goliveira
1092,4,2020-10-30,df,2020-04-01 15:56:52,goliveira,2020-04-01 15:56:52,goliveira
1096,9,2019-12-01,di,2020-04-16 16:00:49,renato.rossi,2020-04-16 16:00:49,renato.rossi
1096,9,2020-04-16,di,2020-04-16 15:56:41,patriciarego,2020-04-16 15:56:41,patriciarego
1096,9,2020-09-30,df,2020-04-16 16:00:49,renato.rossi,2020-04-16 16:00:49,renato.rossi
1096,9,2020-10-01,df,2020-04-16 16:27:58,renato.rossi,2020-04-16 16:27:58,renato.rossi
1098,10,2019-12-01,di,2020-04-16 16:28:36,patriciarego,2020-04-16 16:28:36,patriciarego
1098,10,2020-04-16,di,2020-04-16 16:28:04,patriciarego,2020-04-16 16:28:04,patriciarego
1098,10,2020-07-24,df,2020-04-16 16:28:36,patriciarego,2020-04-16 16:28:36,patriciarego
1113,9,2019-12-01,di,2020-04-16 16:39:32,patriciarego,2020-04-16 16:39:32,patriciarego
1113,9,2020-04-16,di,2020-04-16 16:38:55,patriciarego,2020-04-16 16:38:55,patriciarego
1113,9,2020-09-30,df,2020-04-16 16:39:32,patriciarego,2020-04-16 16:39:32,patriciarego
1181,1,2019-05-01,di,2020-03-26 18:27:26,goliveira,2020-03-26 18:27:26,goliveira
1181,1,2019-05-31,df,2020-03-26 18:27:26,goliveira,2020-03-26 18:27:26,goliveira
1181,2,2019-05-01,di,2020-03-26 18:35:39,goliveira,2020-03-26 18:35:39,goliveira
1181,2,2020-11-01,df,2020-03-26 18:35:39,goliveira,2020-03-26 18:35:39,goliveira
1181,3,2019-05-01,di,2020-03-26 21:06:03,goliveira,2020-03-26 21:06:03,goliveira
1181,3,2020-11-01,df,2020-03-26 21:06:03,goliveira,2020-03-26 21:06:03,goliveira
1181,4,2019-05-01,di,2020-03-26 21:08:06,goliveira,2020-03-26 21:08:06,goliveira
1181,4,2020-11-01,df,2020-03-26 21:08:06,goliveira,2020-03-26 21:08:06,goliveira
1181,5,2019-09-01,di,2020-03-26 21:26:43,goliveira,2020-03-26 21:26:43,goliveira
1181,5,2019-12-15,df,2020-03-26 21:26:43,goliveira,2020-03-26 21:26:43,goliveira
1181,6,2019-06-10,di,2020-03-26 21:28:52,goliveira,2020-03-26 21:28:52,goliveira
1181,6,2019-12-30,df,2020-03-26 21:28:52,goliveira,2020-03-26 21:28:52,goliveira
1181,7,2019-08-01,di,2020-03-26 21:31:24,goliveira,2020-03-26 21:31:24,goliveira
1181,7,2020-04-30,df,2020-03-26 21:31:24,goliveira,2020-03-26 21:31:24,goliveira
1181,8,2019-10-01,di,2020-03-26 21:34:45,goliveira,2020-03-26 21:34:45,goliveira
1181,8,2020-09-01,df,2020-03-26 21:34:45,goliveira,2020-03-26 21:34:45,goliveira
1181,9,2020-02-01,di,2020-03-26 21:35:48,goliveira,2020-03-26 21:35:48,goliveira
1181,9,2020-09-30,df,2020-03-26 21:35:48,goliveira,2020-03-26 21:35:48,goliveira
1181,10,2019-05-01,di,2020-03-27 15:41:25,goliveira,2020-03-27 15:41:25,goliveira
1181,10,2020-10-30,df,2020-03-27 15:41:25,goliveira,2020-03-27 15:41:25,goliveira
1193,12,2020-10-01,di,2021-01-11 13:32:52,amauger,2021-01-11 13:32:52,amauger
2004,1,2019-10-10,di,2020-07-01 15:53:29,ogalimberti,2020-07-01 15:53:29,ogalimberti
2004,1,2020-06-08,di,2020-06-18 17:15:57,ogalimberti,2020-06-18 17:15:57,ogalimberti
2004,1,2020-06-18,di,2020-06-18 17:14:31,ogalimberti,2020-06-18 17:14:31,ogalimberti
2004,1,2020-12-31,df,2020-06-18 17:15:57,ogalimberti,2020-06-18 17:15:57,ogalimberti
2004,2,2020-06-11,di,2020-07-02 16:00:54,ogalimberti,2020-07-02 16:00:54,ogalimberti
2004,2,2020-07-01,di,2020-06-18 17:24:45,ogalimberti,2020-06-18 17:24:45,ogalimberti
2004,2,2020-07-07,df,2020-06-19 12:36:32,renato.rossi,2020-06-19 12:36:32,renato.rossi
2004,2,2020-07-07,di,2020-07-06 12:28:28,ogalimberti,2020-07-06 12:28:28,ogalimberti
2004,2,2020-12-30,df,2020-07-02 16:00:54,ogalimberti,2020-07-02 16:00:54,ogalimberti
2004,3,2020-06-11,di,2020-07-06 12:25:44,ogalimberti,2020-07-06 12:25:44,ogalimberti
2004,3,2020-06-30,di,2020-06-29 16:17:11,renato.rossi,2020-06-29 16:17:11,renato.rossi
2004,3,2020-12-31,df,2020-07-06 12:25:44,ogalimberti,2020-07-06 12:25:44,ogalimberti
2004,4,2020-07-13,di,2020-07-06 12:35:26,ogalimberti,2020-07-06 12:35:26,ogalimberti
2004,4,2020-12-31,df,2020-07-06 12:38:31,ogalimberti,2020-07-06 12:38:31,ogalimberti
2004,5,2020-07-13,di,2020-07-06 12:41:50,ogalimberti,2020-07-06 12:41:50,ogalimberti
2004,5,2020-12-31,df,2020-07-06 12:47:34,ogalimberti,2020-07-06 12:47:34,ogalimberti
2004,6,2020-07-20,di,2020-07-06 12:45:53,ogalimberti,2020-07-06 12:45:53,ogalimberti
2004,6,2020-12-31,df,2020-07-06 12:48:01,ogalimberti,2020-07-06 12:48:01,ogalimberti
2004,7,2020-06-08,di,2020-07-06 13:01:12,ogalimberti,2020-07-06 13:01:12,ogalimberti
2004,7,2020-07-22,di,2020-07-06 13:00:25,ogalimberti,2020-07-06 13:00:25,ogalimberti
2004,7,2020-12-31,df,2020-07-06 13:01:12,ogalimberti,2020-07-06 13:01:12,ogalimberti
2004,8,2020-07-13,di,2020-07-06 13:04:35,ogalimberti,2020-07-06 13:04:35,ogalimberti
2004,8,2020-12-31,df,2020-07-06 13:05:05,ogalimberti,2020-07-06 13:05:05,ogalimberti
2004,9,2020-07-13,di,2020-07-06 13:19:13,ogalimberti,2020-07-06 13:19:13,ogalimberti
2004,9,2020-12-31,df,2020-07-06 13:21:19,ogalimberti,2020-07-06 13:21:19,ogalimberti
2004,10,2020-07-13,di,2020-07-06 13:20:50,ogalimberti,2020-07-06 13:20:50,ogalimberti
2004,10,2020-08-31,df,2020-07-06 13:21:45,ogalimberti,2020-07-06 13:21:45,ogalimberti
2004,10,2020-12-30,df,2020-07-06 18:15:33,ogalimberti,2020-07-06 18:15:33,ogalimberti
2004,11,2020-08-31,di,2020-07-06 13:24:34,ogalimberti,2020-07-06 13:24:34,ogalimberti
2004,11,2020-09-21,np,2020-11-16 23:31:25,ogalimberti,2020-11-16 23:31:25,ogalimberti
2004,11,2020-11-30,fp,2020-11-16 23:30:48,ogalimberti,2020-11-16 23:30:48,ogalimberti
2004,11,2020-11-30,np,2020-11-16 23:30:48,ogalimberti,2020-11-16 23:30:48,ogalimberti
2004,12,2020-07-13,di,2020-07-06 14:24:18,ogalimberti,2020-07-06 14:24:18,ogalimberti
2004,12,2020-08-31,df,2020-07-06 17:01:40,ogalimberti,2020-07-06 17:01:40,ogalimberti
2004,13,2020-11-02,di,2020-11-16 23:25:54,ogalimberti,2020-11-16 23:25:54,ogalimberti
2004,14,2020-10-30,di,2020-11-17 10:34:41,ogalimberti,2020-11-17 10:34:41,ogalimberti
2004,15,2020-11-02,di,2020-11-17 11:52:34,ogalimberti,2020-11-17 11:52:34,ogalimberti
2004,16,2020-11-02,di,2020-11-23 17:44:09,ogalimberti,2020-11-23 17:44:09,ogalimberti
2004,17,2020-11-02,di,2020-11-23 17:47:27,ogalimberti,2020-11-23 17:47:27,ogalimberti
2005,1,2021-01-10,di,2021-04-30 11:40:25,amauger,2021-04-30 11:40:25,amauger
2005,2,2021-02-01,di,2021-04-30 11:42:52,amauger,2021-04-30 11:42:52,amauger
2005,3,2021-02-01,di,2021-04-30 11:43:47,amauger,2021-04-30 11:43:47,amauger
2005,4,2021-02-01,di,2021-04-30 11:44:27,amauger,2021-04-30 11:44:27,amauger
2005,5,2021-02-01,di,2021-04-30 11:45:43,amauger,2021-04-30 11:45:43,amauger
2005,6,2021-03-15,di,2021-04-30 11:46:42,amauger,2021-04-30 11:46:42,amauger
2005,7,2021-03-31,di,2021-04-30 11:48:27,amauger,2021-04-30 11:48:27,amauger
2006,1,2020-07-16,di,2020-07-16 13:21:22,patriciarego,2020-07-16 13:21:22,patriciarego
2006,2,2020-07-16,di,2020-07-16 14:06:22,patriciarego,2020-07-16 14:06:22,patriciarego
2006,3,2020-07-16,di,2020-07-16 14:08:13,patriciarego,2020-07-16 14:08:13,patriciarego
2006,4,2020-07-16,di,2020-07-16 14:09:24,patriciarego,2020-07-16 14:09:24,patriciarego
2006,4,2020-07-21,di,2020-07-20 12:59:06,goliveira,2020-07-20 12:59:06,goliveira
2006,4,2020-07-31,df,2020-07-20 12:59:06,goliveira,2020-07-20 12:59:06,goliveira
2006,5,2020-07-16,di,2020-07-16 14:11:20,patriciarego,2020-07-16 14:11:20,patriciarego
2006,6,2020-07-16,di,2020-07-16 14:12:42,patriciarego,2020-07-16 14:12:42,patriciarego
2006,7,2020-06-08,di,2020-11-10 15:17:39,goliveira,2020-11-10 15:17:39,goliveira
2006,8,2020-06-09,di,2020-11-10 15:45:06,goliveira,2020-11-10 15:45:06,goliveira
2006,9,2020-06-08,di,2020-11-10 15:59:55,goliveira,2020-11-10 15:59:55,goliveira
2006,10,2020-06-30,di,2020-11-10 16:26:17,goliveira,2020-11-10 16:26:17,goliveira
2006,11,2020-07-01,di,2020-11-10 16:34:21,goliveira,2020-11-10 16:34:21,goliveira
2006,12,2020-06-30,di,2020-11-10 16:47:29,goliveira,2020-11-10 16:47:29,goliveira
2006,13,2020-07-13,di,2020-11-10 17:33:51,goliveira,2020-11-10 17:33:51,goliveira
2006,14,2020-07-13,di,2020-11-10 17:42:16,goliveira,2020-11-10 17:42:16,goliveira
2006,15,2020-07-20,di,2020-11-10 17:48:03,goliveira,2020-11-10 17:48:03,goliveira
2006,16,2020-07-20,di,2020-11-10 17:57:04,goliveira,2020-11-10 17:57:04,goliveira
2006,17,2020-07-21,di,2020-11-10 18:05:33,goliveira,2020-11-10 18:05:33,goliveira
2006,18,2020-07-21,di,2020-11-10 18:13:03,goliveira,2020-11-10 18:13:03,goliveira
2006,19,2020-06-27,di,2020-11-10 18:41:28,goliveira,2020-11-10 18:41:28,goliveira
2006,20,2020-07-27,di,2020-11-10 18:48:53,goliveira,2020-11-10 18:48:53,goliveira
2006,21,2020-08-03,di,2020-11-11 04:05:49,goliveira,2020-11-11 04:05:49,goliveira
2006,22,2020-07-27,di,2020-11-11 04:11:48,goliveira,2020-11-11 04:11:48,goliveira
2006,23,2020-07-27,di,2020-11-11 04:19:54,goliveira,2020-11-11 04:19:54,goliveira
2006,24,2020-07-27,di,2020-11-11 04:25:15,goliveira,2020-11-11 04:25:15,goliveira
2006,25,2020-08-12,di,2020-11-11 04:31:39,goliveira,2020-11-11 04:31:39,goliveira
2006,26,2020-08-03,di,2020-11-11 04:40:21,goliveira,2020-11-11 04:40:21,goliveira
2006,27,2020-08-03,di,2020-11-11 04:44:43,goliveira,2020-11-11 04:44:43,goliveira
2006,28,2020-08-03,di,2020-11-11 04:53:39,goliveira,2020-11-11 04:53:39,goliveira
2006,29,2020-08-10,di,2020-11-11 04:59:27,goliveira,2020-11-11 04:59:27,goliveira
2006,30,2020-08-11,di,2020-11-11 05:08:09,goliveira,2020-11-11 05:08:09,goliveira
2006,31,2020-08-11,di,2020-11-11 05:15:11,goliveira,2020-11-11 05:15:11,goliveira
2006,32,2020-08-18,di,2020-11-11 05:21:33,goliveira,2020-11-11 05:21:33,goliveira
2006,33,2020-08-18,di,2020-11-11 05:32:18,goliveira,2020-11-11 05:32:18,goliveira
2006,34,2020-08-24,di,2020-11-11 05:37:10,goliveira,2020-11-11 05:37:10,goliveira
2006,35,2020-08-11,di,2020-11-11 12:11:59,goliveira,2020-11-11 12:11:59,goliveira
2006,35,2020-09-22,np,2020-11-13 11:31:51,goliveira,2020-11-13 11:31:51,goliveira
2006,35,2020-10-01,fp,2020-11-13 11:31:51,goliveira,2020-11-13 11:31:51,goliveira
2006,36,2020-10-01,di,2020-11-13 11:39:39,goliveira,2020-11-13 11:39:39,goliveira
2006,37,2020-12-05,di,2020-11-13 11:44:49,goliveira,2020-11-13 11:44:49,goliveira
2006,38,2020-12-05,di,2020-11-13 11:51:50,goliveira,2020-11-13 11:51:50,goliveira
2006,39,2020-10-05,di,2020-11-13 11:55:26,goliveira,2020-11-13 11:55:26,goliveira
2006,39,2020-10-14,np,2020-11-13 12:02:23,goliveira,2020-11-13 12:02:23,goliveira
2006,39,2020-10-23,fp,2020-11-13 12:02:23,goliveira,2020-11-13 12:02:23,goliveira
2006,40,2020-10-14,di,2020-11-13 12:06:56,goliveira,2020-11-13 12:06:56,goliveira
2006,41,2020-10-19,di,2020-11-13 12:14:21,goliveira,2020-11-13 12:14:21,goliveira
2006,42,2020-10-19,di,2020-11-13 12:18:40,goliveira,2020-11-13 12:18:40,goliveira
2006,43,2020-10-21,di,2020-11-13 12:22:29,goliveira,2020-11-13 12:22:29,goliveira
2006,44,2020-10-21,di,2020-11-13 12:26:40,goliveira,2020-11-13 12:26:40,goliveira
2006,45,2020-10-20,di,2020-11-13 12:31:02,goliveira,2020-11-13 12:31:02,goliveira
2006,46,2020-10-28,di,2020-11-13 12:34:56,goliveira,2020-11-13 12:34:56,goliveira
2006,47,2020-10-26,di,2020-11-13 12:44:16,goliveira,2020-11-13 12:44:16,goliveira
2006,48,2020-10-28,di,2020-11-13 12:50:00,goliveira,2020-11-13 12:50:00,goliveira
2006,49,2020-10-28,di,2020-11-13 12:54:41,goliveira,2020-11-13 12:54:41,goliveira
2006,50,2020-10-27,di,2020-11-13 13:01:51,goliveira,2020-11-13 13:01:51,goliveira
2006,51,2020-10-26,di,2020-11-13 13:37:39,goliveira,2020-11-13 13:37:39,goliveira
2006,52,2020-10-26,di,2020-11-13 13:41:05,goliveira,2020-11-13 13:41:05,goliveira
2006,53,2020-10-27,di,2020-11-13 13:45:48,goliveira,2020-11-13 13:45:48,goliveira
2006,54,2020-10-28,di,2020-11-13 13:55:18,goliveira,2020-11-13 13:55:18,goliveira
2006,55,2020-10-28,di,2020-11-13 13:58:07,goliveira,2020-11-13 13:58:07,goliveira
2006,56,2020-10-28,di,2020-11-13 14:02:32,goliveira,2020-11-13 14:02:32,goliveira
2006,57,2020-10-26,di,2020-11-13 14:06:27,goliveira,2020-11-13 14:06:27,goliveira
2006,58,2020-11-04,di,2020-11-13 14:10:57,goliveira,2020-11-13 14:10:57,goliveira
2006,59,2020-11-04,di,2020-11-13 14:15:46,goliveira,2020-11-13 14:15:46,goliveira
2006,60,2020-11-04,di,2020-11-13 14:18:08,goliveira,2020-11-13 14:18:08,goliveira
2006,61,2020-11-04,di,2020-11-13 14:28:05,goliveira,2020-11-13 14:28:05,goliveira
2006,62,2020-10-28,di,2020-11-13 14:31:55,goliveira,2020-11-13 14:31:55,goliveira
2006,63,2020-10-28,di,2020-11-13 18:37:32,goliveira,2020-11-13 18:37:32,goliveira
2006,64,2020-11-03,di,2020-11-13 18:44:02,goliveira,2020-11-13 18:44:02,goliveira
2006,65,2020-11-03,di,2020-11-13 18:47:38,goliveira,2020-11-13 18:47:38,goliveira
2006,66,2020-11-04,di,2020-11-13 18:52:40,goliveira,2020-11-13 18:52:40,goliveira
2006,67,2020-11-05,di,2020-11-13 18:57:27,goliveira,2020-11-13 18:57:27,goliveira
2006,68,2020-11-05,di,2020-11-13 19:01:49,goliveira,2020-11-13 19:01:49,goliveira
2006,69,2020-11-03,di,2020-11-13 19:06:16,goliveira,2020-11-13 19:06:16,goliveira
2006,70,2020-11-04,di,2020-11-13 19:09:37,goliveira,2020-11-13 19:09:37,goliveira
2006,71,2020-11-09,di,2020-11-13 19:13:17,goliveira,2020-11-13 19:13:17,goliveira
2006,72,2020-11-10,di,2020-11-13 19:15:35,goliveira,2020-11-13 19:15:35,goliveira
2006,73,2020-11-11,di,2020-11-13 19:18:37,goliveira,2020-11-13 19:18:37,goliveira
2006,74,2020-11-11,di,2020-11-13 19:22:14,goliveira,2020-11-13 19:22:14,goliveira
2006,75,2020-11-11,di,2020-11-13 19:24:29,goliveira,2020-11-13 19:24:29,goliveira
2006,76,2020-11-09,di,2020-11-13 19:30:02,goliveira,2020-11-13 19:30:02,goliveira
2006,77,2020-11-10,di,2020-11-13 19:34:53,goliveira,2020-11-13 19:34:53,goliveira
2006,78,2020-11-09,di,2020-11-13 19:41:04,goliveira,2020-11-13 19:41:04,goliveira
2006,79,2020-11-11,di,2020-11-13 19:44:53,goliveira,2020-11-13 19:44:53,goliveira
2007,1,2020-06-15,di,2020-06-19 10:28:28,renato.rossi,2020-06-19 10:28:28,renato.rossi
2007,1,2020-06-22,di,2020-06-19 10:25:05,renato.rossi,2020-06-19 10:25:05,renato.rossi
2007,1,2020-06-26,df,2020-06-19 10:28:28,renato.rossi,2020-06-19 10:28:28,renato.rossi
2007,2,2020-06-22,di,2020-06-19 10:30:56,renato.rossi,2020-06-19 10:30:56,renato.rossi
2007,2,2021-06-30,fp,2021-05-03 15:17:52,amauger,2021-05-03 15:17:52,amauger
2007,3,2021-02-01,di,2021-05-03 15:19:03,amauger,2021-05-03 15:19:03,amauger
2007,4,2021-02-01,di,2021-05-03 15:21:17,amauger,2021-05-03 15:21:17,amauger
2007,5,2021-02-15,di,2021-05-03 15:23:03,amauger,2021-05-03 15:23:03,amauger
2007,6,2021-02-15,di,2021-05-03 15:25:37,amauger,2021-05-03 15:25:37,amauger
2007,7,2021-02-15,di,2021-05-03 15:26:52,amauger,2021-05-03 15:26:52,amauger
2008,1,2020-06-24,di,2020-06-19 10:42:53,renato.rossi,2020-06-19 10:42:53,renato.rossi
2008,1,2021-02-05,fp,2021-05-03 16:05:54,amauger,2021-05-03 16:05:54,amauger
2008,2,2020-06-22,di,2020-06-19 10:45:01,renato.rossi,2020-06-19 10:45:01,renato.rossi
2008,2,2021-06-30,fp,2021-05-03 16:07:35,amauger,2021-05-03 16:07:35,amauger
2008,3,2021-02-01,di,2021-05-03 16:08:36,amauger,2021-05-03 16:08:36,amauger
2008,4,2021-02-01,di,2021-05-03 16:09:27,amauger,2021-05-03 16:09:27,amauger
2008,5,2021-02-05,di,2021-05-03 16:12:30,amauger,2021-05-03 16:12:30,amauger
2008,6,2021-03-01,di,2021-05-03 16:13:26,amauger,2021-05-03 16:13:26,amauger
2008,7,2021-02-10,di,2021-05-03 16:15:23,amauger,2021-05-03 16:15:23,amauger
2008,8,2021-02-01,di,2021-05-03 16:16:41,amauger,2021-05-03 16:16:41,amauger
2009,1,2020-06-24,di,2020-06-19 11:16:21,renato.rossi,2020-06-19 11:16:21,renato.rossi
2009,1,2021-04-10,fp,2021-04-28 17:07:42,amauger,2021-04-28 17:07:42,amauger
2009,2,2021-04-16,di,2021-04-28 17:09:26,amauger,2021-04-28 17:09:26,amauger
2009,3,2021-04-20,di,2021-04-28 17:10:50,amauger,2021-04-28 17:10:50,amauger
2009,4,2021-04-20,di,2021-04-28 17:11:46,amauger,2021-04-28 17:11:46,amauger
2009,5,2021-04-30,di,2021-04-28 17:13:25,amauger,2021-04-28 17:13:25,amauger
2009,6,2021-04-15,di,2021-04-28 17:14:45,amauger,2021-04-28 17:14:45,amauger
2009,7,2021-04-15,di,2021-04-28 17:15:46,amauger,2021-04-28 17:15:46,amauger
2010,1,2020-06-24,di,2020-06-19 11:23:56,renato.rossi,2020-06-19 11:23:56,renato.rossi
2010,1,2021-06-30,fp,2021-04-23 16:22:46,amauger,2021-04-23 16:22:46,amauger
2010,2,2021-04-01,di,2021-04-23 16:23:56,amauger,2021-04-23 16:23:56,amauger
2010,3,2021-04-01,di,2021-04-23 16:25:35,amauger,2021-04-23 16:25:35,amauger
2010,4,2021-04-01,di,2021-04-23 16:26:43,amauger,2021-04-23 16:26:43,amauger
2010,5,2021-04-01,di,2021-04-23 16:27:59,amauger,2021-04-23 16:27:59,amauger
2010,6,2021-04-01,di,2021-04-23 16:28:58,amauger,2021-04-23 16:28:58,amauger
2010,7,2021-05-01,di,2021-04-23 16:30:27,amauger,2021-04-23 16:30:27,amauger
2011,1,2020-06-26,di,2020-06-25 06:50:28,renato.rossi,2020-06-25 06:50:28,renato.rossi
2011,1,2021-03-18,fp,2021-04-23 15:33:21,amauger,2021-04-23 15:33:21,amauger
2011,2,2021-03-01,di,2021-04-23 15:35:21,amauger,2021-04-23 15:35:21,amauger
2011,3,2021-03-01,di,2021-04-23 15:37:20,amauger,2021-04-23 15:37:20,amauger
2011,4,2021-03-01,di,2021-04-23 15:38:20,amauger,2021-04-23 15:38:20,amauger
2011,5,2021-03-01,di,2021-04-23 16:01:45,amauger,2021-04-23 16:01:45,amauger
2012,1,2020-06-01,di,2020-07-20 13:23:11,patriciarego,2020-07-20 13:23:11,patriciarego
2012,1,2020-07-01,df,2020-07-20 13:23:26,patriciarego,2020-07-20 13:23:26,patriciarego
2012,1,2020-07-20,df,2020-07-20 13:23:11,patriciarego,2020-07-20 13:23:11,patriciarego
2012,1,2020-07-20,di,2020-07-20 12:44:51,patriciarego,2020-07-20 12:44:51,patriciarego
2012,1,2020-09-22,fp,2020-11-13 11:01:28,amauger,2020-11-13 11:01:28,amauger
2012,2,2020-07-20,di,2020-07-20 12:46:43,patriciarego,2020-07-20 12:46:43,patriciarego
2012,2,2020-09-22,np,2020-11-13 11:18:18,amauger,2020-11-13 11:18:18,amauger
2012,2,2021-02-28,fp,2020-09-22 15:56:27,amauger,2020-09-22 15:56:27,amauger
2012,3,2020-07-20,di,2020-07-20 12:52:20,patriciarego,2020-07-20 12:52:20,patriciarego
2012,3,2020-09-22,np,2020-11-13 11:18:49,amauger,2020-11-13 11:18:49,amauger
2012,3,2021-02-28,fp,2020-09-22 16:34:37,amauger,2020-09-22 16:34:37,amauger
2012,4,2020-07-20,di,2020-07-20 12:54:51,patriciarego,2020-07-20 12:54:51,patriciarego
2012,4,2020-09-15,np,2020-11-13 12:04:35,amauger,2020-11-13 12:04:35,amauger
2012,4,2021-02-28,fp,2020-09-22 16:40:34,amauger,2020-09-22 16:40:34,amauger
2012,5,2020-07-20,di,2020-07-20 12:56:14,patriciarego,2020-07-20 12:56:14,patriciarego
2012,5,2020-10-30,np,2020-11-13 12:05:00,amauger,2020-11-13 12:05:00,amauger
2012,5,2021-02-28,fp,2020-09-22 17:18:20,amauger,2020-09-22 17:18:20,amauger
2012,6,2020-07-20,di,2020-07-20 12:56:50,patriciarego,2020-07-20 12:56:50,patriciarego
2012,6,2020-09-22,np,2020-11-13 12:05:29,amauger,2020-11-13 12:05:29,amauger
2012,6,2021-02-28,fp,2020-09-22 17:17:46,amauger,2020-09-22 17:17:46,amauger
2012,7,2020-07-20,di,2020-07-20 12:57:56,patriciarego,2020-07-20 12:57:56,patriciarego
2012,7,2020-11-12,np,2020-11-13 10:59:30,amauger,2020-11-13 10:59:30,amauger
2012,7,2021-02-28,fp,2020-09-22 17:36:18,amauger,2020-09-22 17:36:18,amauger
2012,8,2020-07-20,di,2020-07-20 12:58:43,patriciarego,2020-07-20 12:58:43,patriciarego
2012,8,2021-02-28,fp,2020-09-22 17:41:42,amauger,2020-09-22 17:41:42,amauger
2013,1,2020-11-15,di,2021-03-09 15:29:28,amauger,2021-03-09 15:29:28,amauger
2013,2,2020-11-15,di,2021-03-09 15:31:04,amauger,2021-03-09 15:31:04,amauger
2013,3,2020-11-01,di,2021-03-09 15:43:12,amauger,2021-03-09 15:43:12,amauger
2013,4,2020-11-01,di,2021-03-09 15:44:34,amauger,2021-03-09 15:44:34,amauger
2013,5,2020-12-10,di,2021-03-09 15:46:27,amauger,2021-03-09 15:46:27,amauger
2013,6,2021-01-20,di,2021-03-09 15:48:07,amauger,2021-03-09 15:48:07,amauger
2014,1,2021-01-01,di,2021-03-15 16:56:54,amauger,2021-03-15 16:56:54,amauger
2014,2,2021-01-04,di,2021-03-15 16:58:02,amauger,2021-03-15 16:58:02,amauger
2014,3,2021-01-04,di,2021-03-15 16:58:52,amauger,2021-03-15 16:58:52,amauger
2014,4,2021-01-04,di,2021-03-15 16:59:52,amauger,2021-03-15 16:59:52,amauger
2014,5,2021-01-01,di,2021-03-15 17:08:24,amauger,2021-03-15 17:08:24,amauger
2014,6,2021-01-04,di,2021-03-15 17:09:22,amauger,2021-03-15 17:09:22,amauger
2015,1,2020-12-01,di,2021-03-15 16:44:40,amauger,2021-03-15 16:44:40,amauger
2015,2,2021-01-04,di,2021-03-15 16:45:46,amauger,2021-03-15 16:45:46,amauger
2015,3,2021-01-04,di,2021-03-15 16:46:54,amauger,2021-03-15 16:46:54,amauger
2015,4,2021-01-04,di,2021-03-15 16:47:52,amauger,2021-03-15 16:47:52,amauger
2015,5,2021-01-04,di,2021-03-15 16:51:44,amauger,2021-03-15 16:51:44,amauger
2016,1,2021-02-01,di,2021-05-03 16:32:24,amauger,2021-05-03 16:32:24,amauger
2016,2,2021-02-01,di,2021-05-03 16:34:26,amauger,2021-05-03 16:34:26,amauger
2016,3,2021-02-01,di,2021-05-03 16:35:21,amauger,2021-05-03 16:35:21,amauger
2016,4,2021-02-01,di,2021-05-03 16:36:25,amauger,2021-05-03 16:36:25,amauger
2016,5,2021-02-02,di,2021-05-03 16:39:43,amauger,2021-05-03 16:39:43,amauger
2016,6,2021-03-02,di,2021-05-03 16:41:10,amauger,2021-05-03 16:41:10,amauger
2016,7,2021-04-20,di,2021-05-03 16:42:14,amauger,2021-05-03 16:42:14,amauger
2017,1,2021-02-01,di,2021-05-04 10:27:27,amauger,2021-05-04 10:27:27,amauger
2017,2,2021-02-01,di,2021-05-04 10:28:28,amauger,2021-05-04 10:28:28,amauger
2017,3,2021-02-01,di,2021-05-04 10:29:38,amauger,2021-05-04 10:29:38,amauger
2017,4,2021-02-01,di,2021-05-04 10:30:31,amauger,2021-05-04 10:30:31,amauger
2017,5,2021-02-01,di,2021-05-04 10:31:39,amauger,2021-05-04 10:31:39,amauger
