id,idprojeto,nome,descricao,tipo_dado,tipo_controle,valor_esperado,forma_verificacao,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,iddocsobrigatorios,comentario
757,164,Resultado Finalístico 2,"- Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações;
- Levantamento de demanda dos produtores rurais por assistência técnica.",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
758,163,Resultado Finalístico 2,"- Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações;
- Levantamento de demanda dos produtores rurais por assistência técnica.",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
759,119,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
760,143,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
761,1045,Resultado Finalístico 2,Obter 80% das empresas participantes do projeto que declaram ter verificado menos retrabalho nos processos operacionais,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
762,1046,Resultado Finalístico 2,Aumentar o faturamento das empresas participantes em até 10% devido à melhoria dos processos operacionais e gerenciais até o fim do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
763,1116,Resultado Finalístico 2,Obter 75% do público atendido com algum ganho no índice de competitividade índice de Competitividade em relação ao mesmo período do ano anterior,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
764,96,Resultado Finalístico 2,Aumento na carteira de clientes das agências em 15 % até junho de 2015;,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
765,110,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
766,144,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
767,103,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
768,122,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
769,186,Resultado Finalístico 2,Formar 2 núcleo setorial e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
770,1047,Resultado Finalístico 2,"Gerar a inclusão social através da melhoria da qualidade de vida, em 75 famílias de catadores de lixo, por meio do Projetos Reciclagem do Plástico que possibilitará aumento da renda para as famílias",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
771,1048,Resultado Finalístico 2,Elevar o índice médio de maturidade de gestão de empresas participantes do projeto em 5% em 2018 e em 10% até 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
772,1049,Resultado Finalístico 2,"Aumentar o percentual de qualidade percebido do serviço prestado aos principais clientes das empresas participantes do projeto, sendo 3% em 2018 e 7% em 2019",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
773,1310,Resultado Finalístico 2,Plano de ação grupal,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
774,75,Resultado Finalístico 2,Aumentar em 20% a quantidade da produção de vinho até o final do projeto.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
775,145,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
776,152,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
777,135,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
778,1050,Resultado Finalístico 2,Aumentar o faturamento das empresas participantes em até 10% devido à melhoria dos processos operacionais e gerenciais até o fim do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
779,136,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
780,137,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
781,1051,Resultado Finalístico 2,Obter 20 empresas que participam do programa de descarte de recicláveis até dezembro de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
782,1311,Resultado Finalístico 2,Empresas usam ferramentas de TICs para sua promoção comercial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
783,1117,Resultado Finalístico 2,Melhorar no mínimo 02 processos dentro da empresa,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
784,81,Resultado Finalístico 2,Aumentar em 15% o faturamento das empresas nucleadas até 2015.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
785,159,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
786,158,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
787,182,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
788,1054,Resultado Finalístico 2,Elevar o índice médio de maturidade de gestão das empresas participantes do projeto em 5% no segundo semestre de 2018 e 5% no primeiro semestre de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
789,1055,Resultado Finalístico 2,Diminuição de 15 % dos gastos,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
790,1056,Resultado Finalístico 2,Desenvolver pelo menos 1 ação para cada um dos oito critérios do MEG dentro da empresa da empreendedora.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
791,1057,Resultado Finalístico 2,Atingir um público estimado em 60 mil pessoas através de campanhas pelo meio das redes sociais e mídia espontânea,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
792,94,Resultado Finalístico 2,Aumentar em 15% as vendas até 2015,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
793,153,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
794,160,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
795,116,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
796,1058,Resultado Finalístico 2,Aumentar  o faturamento em  10%,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
797,121,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
798,169,Resultado Finalístico 2,"Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações;
Oferta de linha de crédito e serviços financeiros diferenciados para pequenos produtores rurais;
Estudo de adoção de mensalidades diferentes para bancos, prefeituras e grandes empresas.",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
799,1060,Resultado Finalístico 2,Aumentar o faturamento em 10% nas empresas até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
800,74,Resultado Finalístico 2,"Adicionar 06 (seis) produtos novos ao portfólio da marca até julho de 2014, e mais 06 (seis) produtos novos até julho de 2015.",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
801,1325,Resultado Finalístico 2,Empresas investem em tecnologia ou em novos processos,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
802,146,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
803,1063,Resultado Finalístico 2,Aumentar  o faturamento em  10%,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
804,102,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
805,123,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
806,124,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
807,1068,Resultado Finalístico 2,Ampliar em 10% o mercado atingido até outubro de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
808,1312,Resultado Finalístico 2,Plano de ação grupal,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
809,1069,Resultado Finalístico 2,Aumentar em 100% o número de jovens atingidos pelas ações de estimulo a educação empreendedora e financeira no período que compreende o projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
810,118,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
811,1145,Resultado Finalístico 2,Aumentar o número de canais de comercialização que passaram a ser utilizados até dez/2019 (linha 288 do quadro de indicadores do sigeor),,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
812,1146,Resultado Finalístico 2,Aumentar a taxa de conversão de vendas em 10% até 10/2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
813,134,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
814,126,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
815,154,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
816,1071,Resultado Finalístico 2,Elevar em 6% a lucratividade das empresas participantes do projeto até outubro de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
817,9,Resultado Finalístico 2,Aumentar em 4% a quantidade de pessoas ocupadas nas empresas participantes até o final do projeto.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
818,1072,Resultado Finalístico 2,Obter 80% das empresas que declaram ter verificado aumento na carteira de clientes durante o projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
819,161,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
820,1147,Resultado Finalístico 2,Aumentar em 10% o índice de inovação de 80% das empresas participantes do núcleo até 12/2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
821,1148,Resultado Finalístico 2,Aumentar a taxa de conversão em 15% até dezembro de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
822,59,Resultado Finalístico 2,Aumentar em 5% o número de clientes cadastrados de outros municípios neste período;,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
823,181,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
824,1073,Resultado Finalístico 2,Melhorar no mínimo 02 processos dentro da empresa,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
825,1074,Resultado Finalístico 2,Aumentar em 10% do faturamento das empresas nucleados até o final da vigência deste projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
826,1076,Resultado Finalístico 2,Aumentar em 10% a carteira geral de clientes das empresas nucleadas até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
827,1357,Resultado Finalístico 2,Plano de ação grupal,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
828,48,Resultado Finalístico 2,Aumentar em 15% o faturamento das empresas participantes até o fim do projeto.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
829,147,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
830,184,Resultado Finalístico 2,Formar 2 núcleo setorial e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
831,168,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
832,127,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
833,54,Resultado Finalístico 2,Ampliação do faturamento em 10% até julho de 2015,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
834,1077,Resultado Finalístico 2,Aumentar o faturamento das empresas em 15% até agosto de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
835,17,Resultado Finalístico 2,Aumentar o volume de vendas em 10% até dezembro de 2014.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
836,138,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
837,1078,Resultado Finalístico 2,Aumentar o número de clientes em 10% até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
838,1149,Resultado Finalístico 2,Aumentar a carteira de clientes ativos em 10% até 30 de agosto de 2018,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
839,170,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
840,1084,Resultado Finalístico 2,Elevar o índice médio de maturidade de gestão das empresas participantes em 5% até 2018 e em mais 5% até 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
841,1083,Resultado Finalístico 2,Aumentar o número de novos negócios das empresas atendidas em 15% ao final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
842,1085,Resultado Finalístico 2,"Aumentar de 3 para 5, o número de eventos turísticos tradicionais por ano",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
843,120,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
844,128,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
845,131,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
846,117,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
847,187,Resultado Finalístico 2,Formar 2 núcleo setorial e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
848,192,Resultado Finalístico 2,A completar,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
849,193,Resultado Finalístico 2,Há diferentes resultados,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
850,155,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
851,148,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
852,1088,Resultado Finalístico 2,Fomento do associativismo e geração de negócios,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
853,162,Resultado Finalístico 2,"- Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações
- Ampliação do serviço de assessoria financeira para outras instituições como o SICOOB e Banco do Brasil",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
854,172,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
855,84,Resultado Finalístico 2,Aumento do número de cliente nas empresas participantes do projeto em 15% até dezembro de 2014;,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
856,1090,Resultado Finalístico 2,"Promover a melhoria de 2 processos nas empresas, sejam produtivos ou gerenciais",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
857,190,Resultado Finalístico 2,Melhoria da competitividade,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
858,191,Resultado Finalístico 2,A completar,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
859,13,Resultado Finalístico 2,Aumentar em 10% valor médio na comercialização do mel nas empresas participantes,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
860,129,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
861,149,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
862,140,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
863,52,Resultado Finalístico 2,Atender no mínimo 720 clientes com o novo serviço previsto na Ação 08 – Mão na Roda;,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
864,150,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
865,1313,Resultado Finalístico 2,"Empresas melhoram ou implementam processos de comercialização, promoção e comunicação",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
866,1152,Resultado Finalístico 2,Aumentar a produtividade em 15% até dia 10/12/2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
867,33,Resultado Finalístico 2,Aumentar em 20% o numero de clientes ativos ate o final do projeto.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
868,156,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
869,133,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
870,130,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
871,139,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
872,1094,Resultado Finalístico 2,Aumentar em 20 % o número de clientes ativos durante o período de vigência do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
873,183,Resultado Finalístico 2,Formar 2 núcleo setorial e cadastrar as empresas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
874,1095,Resultado Finalístico 2,Aumento da carteira de clientes em 15% até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
875,1097,Resultado Finalístico 2,Clientes - Percepção de aumento de carteira de clientes em relação ao período anterior (obter 70% das empresas em 2019 que declararam ter verificado aumento na carteira de clientes com relação ao ano anterior),,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
876,1314,Resultado Finalístico 2,Empresas implementam processos para melhora sua gestão de RH,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
877,108,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
878,141,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
879,132,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
880,125,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
881,109,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
882,142,Resultado Finalístico 2,Formar 4 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
883,1099,Resultado Finalístico 2,Aumentar a quantidade de clientes atendidos e 15% até dezembro de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
884,1100,Resultado Finalístico 2,Aumentar a carteira de clientes em 15% ao final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
885,1315,Resultado Finalístico 2,Empresas implementam processos para melhorar sua gestão,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
886,1153,Resultado Finalístico 2,Obter 80% das empresas em 2019 que declararam ter verificado aumento da lucratividade. (linha 164 do quadro de indicador do sigeor),,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
887,1362,Resultado Finalístico 2,Plano de ação grupal,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
888,4,Resultado Finalístico 2,"Consolidar 2 novos canais de vendas durante o projeto, sendo 1 em 2014 e 1 em 2015.",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
889,68,Resultado Finalístico 2,Melhoria de dois processos por empresa até a conclusão do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
890,1103,Resultado Finalístico 2,Realizar aperfeiçoamento em 20% dos produtos/processos por empresa até dez/2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
891,1104,Resultado Finalístico 2,Ampliação do superavit nas empresas nucleadas do projeto em 10% até dezembro de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
892,1105,Resultado Finalístico 2,Obter 75% das empresas em 2019 que declararam ter verificado aumento no faturamento bruto anual,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
893,1462,Resultado Finalístico 2,Empresas contam com novos produtos ou serviços,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
894,1106,Resultado Finalístico 2,Até o final do projeto promover o aumento da lucratividade em média 5% (cinco por cento),,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
895,1107,Resultado Finalístico 2,Aumentar em 10% o faturamento das empresas nucleadas até o final da vigência deste projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
896,1108,Resultado Finalístico 2,Realização de uma corrida de modelo inédito em Florianópolis,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
897,1109,Resultado Finalístico 2,Elevar em 15% o faturamento total do grupo de empresas até agosto de 2019,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
